lemma	pos	date	grouping	identifier	description	context	indexes_target_token	indexes_target_sentence
название	NOUN	1700	1700-1916	1700-1916_название_2830-14		На промышленных огородах, где земля наваливается мерзлая, обыкновенно насыпают её уже на четвертый день после набивки навозом, так как при хорошей подготовке навоза перед набивкою и употреблении мерзлой земли, умеряющей первый пыл парника, не бывает никогда потом особого, очень вредного по своим последствиям явления известного под названием "гари" или "подгара".	333:342	0:364
название	NOUN	1700	1700-1916	1700-1916_название_2880-14		Сегодня д-р Кнох подробно и по-немецки исследовал ее и нашел большой, если не ошибаюсь в названии, абсцесс между печенью и почкой.	89:97	0:130
название	NOUN	1700	1700-1916	1700-1916_название_2876-14		Лучшая карта сих мест, списанная всеми Европейскими Географами, издана при нашем Главном Штабе; но она наполнена самыми грубыми ошибками: одни и те же города показаны вдвойне под различными названиями; целые Государства выпущены и тому подобное.	190:200	0:245
название	NOUN	1700	1700-1916	1700-1916_название_2882-14		Такие сосуды обыкновенно содержат белый, реже -- желтый сок, откуда им и дано название млечных сосудов.	78:86	0:103
название	NOUN	1700	1700-1916	1700-1916_название_2858-14		История его рождения не безынтересна в следующих двух отношениях: во-первых, родительница его, несмотря на данные ей нами великодушно все права и преимущества домашнего животного, не вполне, как видно, покинула обычаи своей покойной матери (бабушки моего любимца, также называвшейся Машкою, хотя и не вполне сочувствовавшей этому названию), и потому, почувствовав себя на сносях, в конце февраля 1879 г., начала удаляться от дома, искать уединения, не соответствовавшего ее общительной натуре, и затем произвела на свет, где-то под клунею в саду, несколько существ, число которых я статистически определить не в состоянии, так как, за исключением одного, они все сделались, в самом нежном возрасте жертвою сильного ливня и бури, свирепствовавшей у нас в мае 1879 г.; одного же, оставшегося едва в живых, злополучная мать перенесла в зубах из сада в наш сутерен.	330:338	0:861
название	NOUN	1700	1700-1916	1700-1916_название_2856-14		Если ограничиться только названием "ученая служба", то непродуктивность ученой деятельности Ломоносова останется навсегда непонятной, но она не потребует дальнейших объяснений, если только перечислить его служебные обязанности, а именно: аккуратное посещение академических заседаний, писание многочисленных рапортов в канцелярию по поводу всяких мелочей учебного обихода, обучение и экзамены студентов по химии, физике, истории, пиитике и риторике, техно-химические анализы, переводы, цензура и корректура книг, печатаемых в академической типографии, сочинение од и трагедий, а равно и разработка детальных планов иллюминаций по поводу разных торжественных случаев и т. д.	25:34	0:672
название	NOUN	1700	1700-1916	1700-1916_название_2874-14		Честными и справедливыми поступками с европейцами {Надлежало бы сказать: с американцами, а не европейцами, ибо самая большая часть поселившихся здесь белых суть граждане Соединенных Штатов Северной Америки, но как название американцев может относиться и к диким народам и ввести читателя в ошибку, то вообще всех белых, живущих на Сандвичевых островах, я называю европейцами.} и ласковостью к ним он привлек к себе с купеческих судов многих матросов и даже мастеровых, которые поселились между сандвичанами и взяли себе жен из природных островитянок.	214:222	0:550
название	NOUN	1700	1700-1916	1700-1916_название_2872-14		Однако тот оттенок литературы, к которому принадлежал Шелгунов и которому и поныне главным образом усвоивается название литературы шестидесятых годов, этот оттенок никогда не впадал в крайности западничества и славянофильства.	111:119	0:226
название	NOUN	1700	1700-1916	1700-1916_название_2832-14		Последнее название встречалось, впрочем, только в актовых книгах города и изредка слышалось из уст особых почитателей местной старины.	10:18	0:134
название	NOUN	1700	1700-1916	1700-1916_название_2870-14		В Англии она игралась отчасти в переводе, отчасти в переделке, под измененным названием "Школа развратников" (The school for Rakes).	78:87	0:132
название	NOUN	1700	1700-1916	1700-1916_название_2834-14		Савину вывернули все карманы, заставили снять сапоги и провели в маленькую очень грязную одиночную камеру, носящую название "секретной".	115:123	0:136
название	NOUN	1700	1700-1916	1700-1916_название_2836-14		Вульфова ул., 9) Название громкое, а дела чисто русские.	17:25	0:56
название	NOUN	1700	1700-1916	1700-1916_название_2868-14		В Азии название "Афганистан" редко употребляется; страна состоит из многочисленных областей и некоторые до сих пор сохранили древние названия.	7:15	0:142
название	NOUN	1700	1700-1916	1700-1916_название_2838-14		Там во множестве растет дерево фусан, от чего и название заимствовано.	48:56	0:70
название	NOUN	1700	1700-1916	1700-1916_название_2866-14		22 мая 1853 года я прибыл в неизвестный еще до сего времени залив, носящий у прибрежных жителей название залива Хаджи.	96:104	0:118
название	NOUN	1700	1700-1916	1700-1916_название_2842-14		Уже в незапамятные времена славянские поселенцы проникали в страны этих народов и селились там, как это показывают славянские названия города Ростова в земле Мери и Белоозера в земле Веси.	126:134	0:188
название	NOUN	1700	1700-1916	1700-1916_название_2840-14		Это, по моим понятиям, равняется названию подловатого человека.	33:41	0:63
название	NOUN	1700	1700-1916	1700-1916_название_2844-14		Главный город Республики, получивший название Звездного, был расположен на самом полюсе.	37:45	0:88
название	NOUN	1700	1700-1916	1700-1916_название_2886-14		Примечательно, что до конца своей жизни Гайдн сохранил скромное название капельмейстера князя Эстергази.	64:72	0:104
название	NOUN	1700	1700-1916	1700-1916_название_2888-14		И всех, кто напоминает ему об этих иных заборах, он называет утопистами, оговариваясь при этом, что только литературные приличия не дозволяют ему применить здесь название жуликов.	162:170	0:179
название	NOUN	1700	1700-1916	1700-1916_название_2862-14		Без журналиста и актера -- я в этом названии разумею все роды актерства, т. е. и оперу, и балет -- общество не может обойтись ни теперь, и никогда после, даже во времена какого угодно режима, хотя бы и анархического.	36:44	0:216
название	NOUN	1700	1700-1916	1700-1916_название_2884-14		Война эта сопровождалась страшным разорением Кореи, причем, по японским летописям, у 185000 корейцев и 29000 китайцев были отрезаны носы и уши и отосланы посоленными в Киото (где и теперь еще есть холм, носящий название "холм ушей" -- Мимицука).	211:219	0:245
название	NOUN	1700	1700-1916	1700-1916_название_2854-14		В песнях тоже придается ей название левой.	27:35	0:42
