lemma	pos	date	grouping	identifier	description	context	indexes_target_token	indexes_target_sentence
ранец	NOUN	1700	1700-1916	1700-1916_ранец_4286-14		Солдаты бегом заскакивали в ряды, поправляя на ходу толчком спины и плеч ранец и подпрыгивая, чтобы попасть в ногу.	73:78	0:115
ранец	NOUN	1700	1700-1916	1700-1916_ранец_4312-14		Затем он идет по улице в гимназию, сам маленький, но в большом картузе, с ранцем на спине.	74:80	0:90
ранец	NOUN	1700	1700-1916	1700-1916_ранец_4266-14		-- "Врешь!" -- "Никак нет, ваше благородие: чтоб не мокли, в ранце находятся!"	61:66	0:78
ранец	NOUN	1700	1700-1916	1700-1916_ранец_4322-14		А мой ранец уже дает себя знать, плечи слегка завывают, и ноша, казавшаяся мне прежде такой легкой, вдвое потяжелела.	6:11	0:117
ранец	NOUN	1700	1700-1916	1700-1916_ранец_4320-14		Согнувшись под тяжестью ранцев и надетых поверх их скатанных в кольца шинелей, солдаты шли молча, враздробь, едва волоча усталые ноги.	24:30	0:134
ранец	NOUN	1700	1700-1916	1700-1916_ранец_4318-14		"Наука горька, но плод ее сладок", -- и Вервицкий решительно, ни о чем больше не думая, потянулся за ранцем.	101:107	0:108
ранец	NOUN	1700	1700-1916	1700-1916_ранец_4316-14		Там сидели гимназиста три на одной лавочке, из дверей в двери пробегало с ранцами и без ранцев много малышей.	74:81	0:109
ранец	NOUN	1700	1700-1916	1700-1916_ранец_4314-14		Для предупреждения подобной попытки с их стороны, Граббе приказал ближайшему батальону, сбросив ранцы, обогнуть город беглым шагом, одной роте занять городские ворота перед лагерем, а сам с казаками, находившимися под рукой, поскакал в ущелье прямым путем через врацские улицы.	96:101	0:277
ранец	NOUN	1700	1700-1916	1700-1916_ранец_4296-14		А имянно: толко что салдаты с собою принесли в ранцах, и несколько положено было на возах при аммуниции и артилерии, и надеялись больше, что вскоре морем привезут ис Питербурха.	47:53	0:177
ранец	NOUN	1700	1700-1916	1700-1916_ранец_4298-14		Когда нужно было тронуться в путь с ранцами и ружьями на плечах, половина из них попадали, как дети.	36:43	0:100
ранец	NOUN	1700	1700-1916	1700-1916_ранец_4308-14		Велено было остановиться и снять ранцы.	33:38	0:39
ранец	NOUN	1700	1700-1916	1700-1916_ранец_4306-14		На противоположном конце улицы показались тогда Ермолай, Петр, Архаровна и Антон; впереди их выступал с озабоченным, но важным видом Никита Федорыч, провожаемый сотскими и старостами; по обеим сторонам осужденных шли несколько человек этапных солдат в полной походной форме, с ружьем и ранцем; позади их валила толпа народу.	286:292	0:324
ранец	NOUN	1700	1700-1916	1700-1916_ранец_4304-14		Мы проходили перед ним, как были с похода, в тех же грязных белых рубахах и штанах, в тех же побуревших и запыленных сапогах, с теми же безобразно навьюченными ранцами, сухарными сумками и бутылками на веревочках.	160:167	0:213
ранец	NOUN	1700	1700-1916	1700-1916_ранец_4302-14		"Что, -- спрашивает тихим голосом, -- устал, братец" А тот сдуру-то и брякнул: "Виноват, ваше превосходительство, -- устал!" -- "Отчего же ты, -- возразил командир, -- устал А я, -- говорит, -- твой полковой командир, да и все эти (на нас показывает) господа офицеры, твои командиры, не устали Ты, -- говорит, -- в полной форме, и мы также в полной форме, да и я, да и они все в полной форме (про ружье да про ранец не упомянул).	410:415	0:429
ранец	NOUN	1700	1700-1916	1700-1916_ранец_4300-14		И лежащая толпа белых рубах шевелятся.; кряхтя и потягиваясь, подымаются люди, надевают сумки и ранцы и выстраиваются в ряды.	96:101	0:125
ранец	NOUN	1700	1700-1916	1700-1916_ранец_4270-14		Я тогда был не далее 20 сажен, в сем сраженнии у нас из роты убитых и раненых до 15 человек и 11 лошадей, одного нашего бомбардира Дмитрия Чеснокова при отступлении с рекошета ядром попало в спину прямо в ранец разбило ранец и он упал без чувств мы бросили его, как убитаго на том месте, но он остался жить только переломило ему 2 ребра, после через год он был прислан к нам в роту и из сильнаго здороваго человека сделался совершенная калека, вот во время войны награда за службу.	205:210	0:481
ранец	NOUN	1700	1700-1916	1700-1916_ранец_4268-14		Войдя в Версаль в улицу, то народ французский с удивлением сказал, видя нашу самую негодную одежду, на солдатах и при том большая половина босых, разных цветов крестьянского сукна мундиры и ранцы, и при сем люди изнурены до чрезвычайности, говоря: и эти нас побили.	190:195	0:265
ранец	NOUN	1700	1700-1916	1700-1916_ранец_4310-14		Со всех сторон отбегали и подбегали солдаты, подкидывали сзади плечом, через голову перетаскивали ранцы, снимали шинели и, высоко поднимая руки, натягивали их в рукава.	98:103	0:168
ранец	NOUN	1700	1700-1916	1700-1916_ранец_4272-14		"Снимай ранец, расстегивай".	8:13	0:28
ранец	NOUN	1700	1700-1916	1700-1916_ранец_4324-14		Эта улица вела к женской гимназии, и по утрам, в девятом часу, по ней проходило много гимназисток; и первый он почтительно и серьезно кланялся девочкам, самым маленьким из них, у которых были коротенькие по колена коричневые платьица, тоненькие ножки и огромные ранцы, и они конфузливо отвечали.	262:267	0:295
ранец	NOUN	1700	1700-1916	1700-1916_ранец_4290-14		Первого мучили в течение 3 месяцев голодом, арестом, привязывали ему два ружья и ранец, наполненный патронами, и заставляли его, обвешанного этими тяжестями, делать упражнения.	81:86	0:176
ранец	NOUN	1700	1700-1916	1700-1916_ранец_4274-14		Нас подняли и выстроили без ранцев и без оружия, в одних белых рубашках.	28:34	0:72
