lemma	pos	date	grouping	identifier	description	context	indexes_target_token	indexes_target_sentence
карман	NOUN	1700	1700-1916	1700-1916_карман_2084-14		Одни в этой фразе поклонялись какому-то неведомому кумиру, другие эксплуатировали ее в пользу собственных карманов или самолюбий.	106:114	0:129
карман	NOUN	1700	1700-1916	1700-1916_карман_2102-14		Закон этот как нельзя лучше оказался на руку буржуазии; он, кроме того что отвлекает на время внимание рабочего от их проделок, в конце концов послужит в пользу буржуазных карманов.	172:180	0:181
карман	NOUN	1700	1700-1916	1700-1916_карман_2062-14		Русский доктор, как человек догадливый, вынул из кармана пузырек со спиртом, подставил под нос Софии, она понемногу опомнилась и зарыдала.	49:56	0:138
карман	NOUN	1700	1700-1916	1700-1916_карман_2092-14		Тут в кармане тысяча рублев положена.	6:13	0:37
карман	NOUN	1700	1700-1916	1700-1916_карман_2060-14		Старуха закопошилась в кармане и высыпала на стол несколько копеек.	23:30	0:67
карман	NOUN	1700	1700-1916	1700-1916_карман_2058-14		На требование вошедшего показать, в чем дело, Лермонтов захлопнул альбом, а когда Мартынов, настаивая, хотел его выхватить, то Глебов здоровой рукой отстранил его, а Михаил Юрьевич, вырвав листок и спрятав его в карман, выбежал.	212:218	0:228
карман	NOUN	1700	1700-1916	1700-1916_карман_2094-14		-- Слушай -- караша дела тащи с карман два тысяча.	32:38	0:50
карман	NOUN	1700	1700-1916	1700-1916_карман_2064-14		Я схватил все мое золото, ссыпал его в карманы, схватил все билеты и тотчас перешел на другой стол, в другую залу, где была другая рулетка; за мною хлынула вся толпа; там тотчас же очистили мне место, и я пустился ставить опять, зря и не считая.	39:46	0:245
карман	NOUN	1700	1700-1916	1700-1916_карман_2068-14		-- Да я уже купил! -- смеется он и вынимает из кармана плоскую пергаментную коробку.	47:54	0:84
карман	NOUN	1700	1700-1916	1700-1916_карман_2054-14		Штаб-ротмистр поцеловал украдкою записку графини, положил ее в карман, и, найдя в кабинете своем все нужное для письма, принялся отвечать; ответ Петра Авдеевича был и короток, и далеко не замысловат: написал он его без предварительных соображений; вот он: "Ваше сиятельство!	63:69	0:274
карман	NOUN	1700	1700-1916	1700-1916_карман_2108-14		Их приготовляют из бумаги, шёлка, холста, стекла, рога, соломы, бамбука, -- на всякий вкус и на любой карман: от маленьких ручных, стоящих 3 копейки штука, до великолепных люстр 15-ти фут в диаметре и ценою в 600-800 рублей Кроме своих фонарей, Нин-по славится еще резными изделиями, деревянной мебелью и лаком.	102:108	0:311
карман	NOUN	1700	1700-1916	1700-1916_карман_2096-14		-- Ну ужъ, братъ, говорилъ иной; теперь съ пустыми карманами къ жинкамъ не воротимся!	51:60	0:85
карман	NOUN	1700	1700-1916	1700-1916_карман_2106-14		Околей она за это время, была бы Нилочка одна на свете, приставил бы я к ней другую мамку, и были бы обе у меня в кармане.	114:121	0:122
карман	NOUN	1700	1700-1916	1700-1916_карман_2098-14		Красавица вынула лоскуток из кармана, приложила, и он как раз пришелся к кафтану.	29:36	0:81
карман	NOUN	1700	1700-1916	1700-1916_карман_2104-14		Это было, вероятно, после того, как сделано было нотариальное заявление Левестаму и подсудимый с готовой доверенностью в кармане явился к Залесскому.	121:128	0:149
карман	NOUN	1700	1700-1916	1700-1916_карман_2082-14		Другая моя рука, повинуясь давлению, против воли вытаскивала из кармана требуемую монету.	64:71	0:89
карман	NOUN	1700	1700-1916	1700-1916_карман_2090-14		Зюм засунула руку ему в карман, вытащила кошелек, взяла сорок рублей, прибавила еще мелочи и положила кошелек обратно.	24:30	0:118
карман	NOUN	1700	1700-1916	1700-1916_карман_2100-14		Мы визжали от восторга, летя вихрем под гору, а Ортюха кричал: -- Что, шелудивые, нравится На зимнего Николу сапожник принес в кармане бабок.	127:134	0:141
карман	NOUN	1700	1700-1916	1700-1916_карман_2088-14		Король, видя сие, весьма на них разгневался, а Иван-дурачок вынул из кармана две скляночки, в которых была живая и мертвая вода, то он, взяв оба ремни, и приложил к их спинам, спрыснул мертвою водою, то они приросли в ту же минуту, а как спрыснул живой водой, то не было никакого знаку, где были вырезаны у них ремни.	69:76	0:317
карман	NOUN	1700	1700-1916	1700-1916_карман_2070-14		Когда у подъезда ратуши остановилась коляска королевы Ортруды, молодой человек в черной блузе, протолкавшись через толпу, выкрикивая какие-то мятежные слова, выхватил из кармана маленький, плоский револьвер, которым снабдил его провокатор, и выстрелил, целясь между лицом королевы Ортруды и спиною кучера.	170:177	0:305
карман	NOUN	1700	1700-1916	1700-1916_карман_2086-14		...Много я в жизни претерпел разных ролей и ничего не нашел; рад, что семейство не помрет с голоду, -- но и на этот спокой я уже впоследствии только согласился, то есть со взглядами мыслящих в большинстве: "не та честь, которая честна, а та, которая в кармане видна".	252:259	0:267
карман	NOUN	1700	1700-1916	1700-1916_карман_2052-14		От скуки, известно, полоумного всякий напоит, а он после этого, только встретит кого мало-мальски с мошной, -- сейчас руки в карманы, по-барскому, и пошумливает себе: "Дорогу дай московскому первой гильдии купцу Афанасию Ларивону!	125:132	0:230
карман	NOUN	1700	1700-1916	1700-1916_карман_2072-14		Пушкин машинально хватился рукой за то место, где у него в "собственном" платье был карман; потом, точно вспомнив что-то, насупился.	84:90	0:132
