lemma	pos	date	grouping	identifier	description	context	indexes_target_token	indexes_target_sentence	identifier_system	project	lang
полоса	NOUN	1700	1700-1916	1700-1916_полоса_3496		Токмо смотрить, чтоб на пробу ис крицы полосы браны были не самые добрые, но средние.	39:45	0:85	3496	rushifteval	ru
полоса	NOUN	1992	1992-2016	1992-2016_полоса_3497		Деревянные, пропитанные временем столы были сдвинуты вместе и напоминали взлетную полосу, ожидающую неизвестного прилета.	82:88	0:121	3497	rushifteval	ru
полоса	NOUN	1700	1700-1916	1700-1916_полоса_3498		На 75-й версте от Средиземного моря до 60-й тянется поперечная песчаная полоса, или порог Эль-Гиср.	72:78	0:99	3498	rushifteval	ru
полоса	NOUN	1992	1992-2016	1992-2016_полоса_3499		"Люди уже навалились грудью на стенки окопов; щелкает одиночный выстрел -- как будто раскалывается щипцами орех; у соседей разрастается шум и крик -- идет митинг, спорят, идти ли в атаку; Виктору слышно, как тонко кричит, срываясь на болезненный взвизг, высокий, нескладный, в неуместных золотом блестящих очках штабс-капитан Стеклов; но Виктору на соседей плевать, у него есть приказ, вся его жизнь сейчас в этом приказе, кроме приказа, нет ничего -- никакой другой жизни и смерти; над полосой заграждений колышется жидкое марево, безжалостное мертвое солнце выжигает белым огнем глаза, лицо стягивает сухой, с привкусом пороха и тлена горячий ветер; бьет сигнальная пушка, как будто кончается жизнь, он тяжело ступает на бруствер и встает во весь рост -- поднимается высоко над землей -- и командует отрывисто и сухо -- голос его режет твердый колючий воздух ножом: ""Вперед!.."""	486:493	0:878	3499	rushifteval	ru
полоса	NOUN	1700	1700-1916	1700-1916_полоса_3500		Я принес карту и справки, чтобы выказать цинизм Австрии, которая, предоставляя России вести войну и оставаясь сама спокойной зрительницей, выговаривает себе львиную долю -- всю Боснию и Герцеговину, т. е. страну с населением в 1400000 человек, тогда как нам предоставляет возвратить узкую полосу земли в низовьях Прута и Дуная, с населением едва в 200 тысяч и в дополнение к тому эквивалент на азиатской границе!	289:295	0:412	3500	rushifteval	ru
полоса	NOUN	1992	1992-2016	1992-2016_полоса_3501		"Обрушение высокого темпа приростов урожайности произошло на рубеже 70-80-х годов XX века, когда все еще ""социалистическая"" аграрная экономика России вошла в полосу глубокого структурного кризиса, последствия которого не только не были преодолены с помощью реформ 90-х годов (крайне слабо, inter аliа, затронувших собственно сферу сельскохозяйственного производства), но были усугублены широкомасштабными процессами ее дезорганизации, происходившими в это пореформенное десятилетие, что застопорило поступательный рост урожайности зерновых культур, низведя его до почти нулевых значений в 1979-2002 гг. (см. таблицу 9)."	157:163	0:618	3501	rushifteval	ru
полоса	NOUN	1700	1700-1916	1700-1916_полоса_3502		Собственно говоря, понятие евразийского историко-географического мира, как особого мира, в составе лесной, степной и пустынной полосы, к северу от великих нагорий, -- понятие это дано уже Геродотом в классификации и конструкции его очерка о Скифии.	127:133	0:248	3502	rushifteval	ru
полоса	NOUN	1992	1992-2016	1992-2016_полоса_3503		Эпипрокт узкий, удлиненный, сверху (вид в профиль) равномерно слабовыпуклый, перед вершиной с треугольным выступом впереди выемки (рис. 369); нижний край эпипрокта в профиль прямой, с короткими густыми шипиками; сверху в его апикальной половине просвечивает удлиненный парный склерит, в виде двух дуговидных полос; в апикальной трети эпипрокт заметно сужен, в средней трети слегка расширен, в базальной трети параллельно-сторонний (рис. 368), его вершина сверху и сбоку притупленная, широкая; вентральный склерит эпипрокта в базальной трети расширен и выступает по сторонам в виде довольно широких полос.	308:313	0:604	3503	rushifteval	ru
полоса	NOUN	1700	1700-1916	1700-1916_полоса_3504		На небе осталась белая полоса, быстро растаяв на холоде.	23:29	0:56	3504	rushifteval	ru
полоса	NOUN	1992	1992-2016	1992-2016_полоса_3505		При дальнейшем удалении от полосы температура воздуха постепенно снижалась (в зоне 3-5 Н -- на 3, 5, в зоне 5-7 Н -- на 3 C).	27:33	0:125	3505	rushifteval	ru
полоса	NOUN	1700	1700-1916	1700-1916_полоса_3506		День, словно на заказ, выдался самый охотничий: вначале туман до того густой, что в десяти шагах нельзя было видеть ровно ничего; часа через два туман исчез, сплошная беловатая полоса закрыла небо и повисла шатром над всей окрестностью; в воздухе было тепло, влажно и тихо, что так необходимо и благодетельно для иска и выслушивания гончих.	177:183	0:340	3506	rushifteval	ru
полоса	NOUN	1992	1992-2016	1992-2016_полоса_3507		Отработку полос кондиционного боксита планируется производить траншеями с шириной по дну, равной половине расстояния между разведочными скважинами, т.е. около 37 метров.	10:15	0:169	3507	rushifteval	ru
полоса	NOUN	1700	1700-1916	1700-1916_полоса_3508		Пространства, удобные для этих промыслов, не шли обширными сплошными полосами: среди лесов и болот надобно было отыскивать более открытые и сухие места и расчищать их для пашни или делать в лесу известные приспособления для звероловства и пчеловодства.	69:77	0:252	3508	rushifteval	ru
полоса	NOUN	1992	1992-2016	1992-2016_полоса_3509		19. Увеличивайте размер позиции во время полос выигрышей, потому что ваше исполнение предлагает сниженный риск.	41:46	0:111	3509	rushifteval	ru
полоса	NOUN	1700	1700-1916	1700-1916_полоса_3510		Вся полоса земли от Москвы и до Новгорода была предана огню и мечу.	4:10	0:67	3510	rushifteval	ru
полоса	NOUN	1992	1992-2016	1992-2016_полоса_3511		В пределах этой полосы различаются желтоватые, зеленоватые, розоватые оттенки; эти различия в цвете изображения зависят от характера сезонных изменений обводненности плавней и фаз вегетации тростниковой растительности.	16:22	0:218	3511	rushifteval	ru
полоса	NOUN	1700	1700-1916	1700-1916_полоса_3512		Когда дело шло о раздражении токами определенной и небольшой частоты, то его прерыватель (вагнеровский молоточек) заменяли поперечно-колеблющиеся стальные полосы определенного числа колебаний.	155:161	0:192	3512	rushifteval	ru
полоса	NOUN	1992	1992-2016	1992-2016_полоса_3513		Эпипрокт сверху (рис. 184) удлиненный, напоминает таковой A.borealis, с коротким светлым выростом на конце; сбоку (рис. 185) он слегка расширен в дистальной половине, со светлым, клювовидным кончиком, вдоль боковой поверхности с довольно широкой склеротизованной полосой, не доходящей до вершины; вдоль нижней стороны проходит темный склерит, почти прямой и без шипов.	263:270	0:368	3513	rushifteval	ru
полоса	NOUN	1700	1700-1916	1700-1916_полоса_3514		Вообще в исследованном мной нижнем и среднем* течении Лэфу удобные для заселения местности находятся только на степной полосе, окаймляющей долину справа, и на скатах тех предгорий, которые идут по левой её стороне.	119:125	0:214	3514	rushifteval	ru
полоса	NOUN	1992	1992-2016	1992-2016_полоса_3515		Лайнер был перехвачен в воздушном пространстве Кипра двумя истребителями F-16 ВВС Израиля и эскортирован до взлетно-посадочной полосы.	127:133	0:134	3515	rushifteval	ru
полоса	NOUN	1700	1700-1916	1700-1916_полоса_3516		"Болванка снова нагревалась и прокатывалась ""под машиной"" в тяжелые полосы сырого железа, которое разрезывалось и нагревалось ""складками"", поступавшими опять в прокатные машины, превращавшие его в ""калязник"", и уж из калязника вырабатывалось сортовое железо -- полосовое, шинное, кубовое, круглое и т.д. Каждый фунт выработанного железа проходил длинный огненный путь."	67:73	0:367	3516	rushifteval	ru
полоса	NOUN	1992	1992-2016	1992-2016_полоса_3517		И наконец, километров на сто к югу вдоль западного берега Патсойоки тянулась узкая полоса норвежской территории с поселком Сван Вик, отделявшая Печенгскую область от Швеции.	83:89	0:173	3517	rushifteval	ru
полоса	NOUN	1700	1700-1916	1700-1916_полоса_3518		Надзиратель повел Арефу в кричный корпус и приставил к одной из печей, в которых нагревались железные полосы для проковки.	102:108	0:122	3518	rushifteval	ru
полоса	NOUN	1992	1992-2016	1992-2016_полоса_3519		А с гаишником запросто можно ехать 40 км/ч по правой полосе.	53:59	0:60	3519	rushifteval	ru
полоса	NOUN	1700	1700-1916	1700-1916_полоса_3520		Эта антикварно-художественная полоса и способствовала выработке языка, манеры, привычки к изящным деталям, изучению мельчайших подробностей.	30:36	0:140	3520	rushifteval	ru
полоса	NOUN	1992	1992-2016	1992-2016_полоса_3521		"Знаю, что дураком Максимов не начал меня считать и тогда, когда наступила полоса неприязненности; написав свою лучшую вещь; ""Двор посреди неба"", и пустив рукопись по рукам, осведомлялся у общих знакомых: -- читал А узнав, что читал, что понравилось, не скрыл, говорят, удовлетворенности."	74:80	0:287	3521	rushifteval	ru
полоса	NOUN	1700	1700-1916	1700-1916_полоса_3522		Сначала для достижения этой цели мы обратились в Переславскую Градскую Думу с заявлением, в котором представили наши краткие соображения о взаимных выгодах и пользах города Переславля и общества акционеров Московско-Ярославской железной дороги от проведения предполагаемой чугунки через наш город -- приглашая, чрез посредство Думы, общество города Переславля уступить городские земли безвозмездно под полосу железной дороги и постройку вокзала, на это городское общество с удовольствием согласилось, и о согласии их доведено было до сведения Правления Московско-Ярославской железной дороги.	402:408	0:591	3522	rushifteval	ru
полоса	NOUN	1992	1992-2016	1992-2016_полоса_3523		"Не несется по осевой даже ночью, не взлетает правыми колесами на тротуарные бордюры, не перепрыгивает открытые канализационные люки, не выскакивает на пустую иногда по ночному времени встречную полосу, не протирается у светофоров в первый ряд и даже перед ним, не зашкаливает стрелку какой бы то ни было ""таврии"" за стодвадцатикилометровым лимитом."	194:200	0:348	3523	rushifteval	ru
полоса	NOUN	1700	1700-1916	1700-1916_полоса_3524		Дым клубами взлетал вверх и расстилался по воздуху широкой полосой; ветер был на манчжурский город и раздувал пламя, которое сперва взвивалось сквозь дым острыми продолговатыми языками; казалось, оно боролось с дымом, не дававшим огню свободы, но скоро уже стало видно, что огонь осиливает дым и вырывается на волю ярким, жгучим пламенем.	59:66	0:338	3524	rushifteval	ru
полоса	NOUN	1992	1992-2016	1992-2016_полоса_3525		Что-то светилось в углу, как маленький голубоватый аквариум, в нем колебались неясные тени, белели длинные стебли, выделялась светлая полоса дорожки -- да ведь это по ней только что шла ты, в каком-то другом, настоящем, тамошнем, не заметном для дыхания воздухе.	134:140	0:262	3525	rushifteval	ru
полоса	NOUN	1700	1700-1916	1700-1916_полоса_3526		Мы, как дикари, не знающие цены своим сокровищам, бросили на пол в заднем углу, там, куда забредут разве немногие, в ногах у проходящих, также и образцы удивительных металлических богатств наших, кованые и литые полосы, громадные цепи, целую пушку.	212:218	0:248	3526	rushifteval	ru
полоса	NOUN	1992	1992-2016	1992-2016_полоса_3527		Второй -- о том, что как раз тот поэт, которого дружно клянут за прозаизмы, и есть пограничная полоса между двумя враждебными станами -- прозой и поэзией России.	95:101	0:161	3527	rushifteval	ru
полоса	NOUN	1700	1700-1916	1700-1916_полоса_3528		Земля в Витебской губ. далеко не такая плодородная, как в черноземной полосе России и Малороссии.	70:76	0:97	3528	rushifteval	ru
полоса	NOUN	1992	1992-2016	1992-2016_полоса_3529		Эпипрокт (рис. 482) широкий, овальной формы, в передней половине несколько расширен, апикальные склериты сверху имеют форму почти правильной окружности; дорсальные склериты достигают боков эпипрокта; сбоку верхняя поверхность эпипрокта с тупоугольным выступом; сзади эпипрокт мембранозный, покрытый мелкими волосками; вдоль нижнего края просвечивает темная полоса.	357:363	0:364	3529	rushifteval	ru
полоса	NOUN	1700	1700-1916	1700-1916_полоса_3530		Я прожил несколько дней в великолепном громадном поместье моего старого сослуживца, в черноземной полосе, и наблюдал то снисходительное и холодно-милостивое отношение к крестьянам, в котором виднелась полная обособленность двух миров -- барского и мужичьего, -- напоминавшая те отношения, которые, вероятно, существовали у медиатизированных немецких принцев к их бывшим подданным.	98:104	0:380	3530	rushifteval	ru
полоса	NOUN	1992	1992-2016	1992-2016_полоса_3531		Было сообщено также, что сотрудник Фальковский, готовивший полосу к печати, должен быть уволен.	59:65	0:95	3531	rushifteval	ru
полоса	NOUN	1700	1700-1916	1700-1916_полоса_3532		"Я не усплъ еще приняться за телескопъ, какъ былъ удивленъ сперва одной красной точкой, потомъ другой, а взглянувъ въ телескопъ, увидалъ третью, и т, д."" Число свтящихъ точекъ, замченныхъ Фложергомъ, ихъ цвтъ, ихъ мста, все доказываетъ, что онъ видлъ такую же красную зубчатую полосу, которую наблюдалъ Бераръ, и которая тожественна съ возвышенями, замченными въ другихъ мстахъ: различя происходили только отъ силы и увеличиваня трубъ."	276:282	0:434	3532	rushifteval	ru
полоса	NOUN	1992	1992-2016	1992-2016_полоса_3533		"""Нью-Йорк таймс"", например, вышла с большим заголовком на первой полосе: ""Столкновение между СССР и США сорвало переговоры на высшем уровне."	65:71	0:140	3533	rushifteval	ru
полоса	NOUN	1700	1700-1916	1700-1916_полоса_3534		Наступила новая, еще незнакомая мне, полоса в состоянии ее духа.	37:43	0:64	3534	rushifteval	ru
полоса	NOUN	1992	1992-2016	1992-2016_полоса_3535		Крыло с неясной темной полосой вдоль анастомоза.	23:30	0:48	3535	rushifteval	ru
полоса	NOUN	1700	1700-1916	1700-1916_полоса_3536		волн, дающий, следовательно, светлую полосу.	37:43	0:44	3536	rushifteval	ru
