lemma	pos	date	grouping	identifier	description	context	indexes_target_token	indexes_target_sentence
стипендия	NOUN	1918	1918-1990	1918-1990_стипендия_5052-15		Стипендия сто рублей.	0:9	0:21
стипендия	NOUN	1918	1918-1990	1918-1990_стипендия_5102-15		крестьян, чему способствовало создание при средних школах интернатов, выдача учащимся стипендий и организация особых отделений для учащихся из среды трудящихся.	86:95	0:160
стипендия	NOUN	1918	1918-1990	1918-1990_стипендия_5078-15		А вы о какой-то стипендии жалеете!	16:25	0:34
стипендия	NOUN	1918	1918-1990	1918-1990_стипендия_5076-15		Щигарева Б. К., узнав, что студентка Османова Л. не получает стипендию, халатно отнеслась к своим общественным обязанностям, не выяснила причину, хотя знала, что отец Османовой Л. -- инвалид 2-й группы, участник Великой Отечественной войны, мать -- колхозница, в семье пятеро детей, которые не работают.	61:70	0:303
стипендия	NOUN	1918	1918-1990	1918-1990_стипендия_5054-15		После этого 20 человек сняли со стипендии за пропуски занятий и непосещение субботников.	32:41	0:88
стипендия	NOUN	1918	1918-1990	1918-1990_стипендия_5056-15		Стипендия, которую я получал на Физико-математическом факультете, прекратилась, когда я прошел курс его.	0:9	0:104
стипендия	NOUN	1918	1918-1990	1918-1990_стипендия_5058-15		Мы знаем, что тем, у кого они есть, стипендию, как правило, не платят.	36:45	0:70
стипендия	NOUN	1918	1918-1990	1918-1990_стипендия_5060-15		-- А если один из них идиот -- Значит второй не получит стипендию.	56:65	0:66
стипендия	NOUN	1918	1918-1990	1918-1990_стипендия_5062-15		Было бы справедливо, если бы я отказалась от стипендии.	45:54	0:55
стипендия	NOUN	1918	1918-1990	1918-1990_стипендия_5064-15		Флорентинов говорил о том, что лично его беспокоило всего больше: учиться трудно, семья едва тянет, -- если бы в десятом классе ввели стипендию!	134:143	0:144
стипендия	NOUN	1918	1918-1990	1918-1990_стипендия_5068-15		Я узнал еще, что стипендия эта чуть не десять лет уже пустует, потому что среди окончивших филологический факультет не находится желающих.	17:26	0:138
стипендия	NOUN	1918	1918-1990	1918-1990_стипендия_5070-15		Получишь стипендию семьдесят пять рублей.	9:18	0:41
стипендия	NOUN	1918	1918-1990	1918-1990_стипендия_5072-15		И со стипендии сняли.	5:14	0:21
стипендия	NOUN	1918	1918-1990	1918-1990_стипендия_5074-15		А в это время Андрей ходил с американцами по институту и, старательно выговаривая английские слова, объяснял, почему советские студенты получают стипендию.	145:154	0:155
стипендия	NOUN	1918	1918-1990	1918-1990_стипендия_5104-15		Общество, оценив их способности, признало за ними это право и обеспечило квалифицированными преподавателями, предоставило библиотеки, общежития, стипендию и т. п. От студентов же требуется стать хорошими специалистами, для чего они с юности вовлечены в очень трудное дело -- учебу, которая и является до поры до времени их главным занятием.	145:154	0:340
