lemma	pos	date	grouping	identifier	description	context	indexes_target_token	indexes_target_sentence	identifier_system	project	lang
радикал	NOUN	1700	1700-1916	1700-1916_радикал_498		Ведь Сидни Элджернон особенно ненавидел протекторат, а первый Джонс Гейл, если он был честный радикал, наверно, поступал так же, учитывая, как сурово обошелся протектор с приверженцами парламентской реформы.	94:102	0:207	498	rushifteval	ru
радикал	NOUN	1992	1992-2016	1992-2016_радикал_499		Для идентификации льюисовских кислотных центров в МАО нами был применен метод ЭПР с использованием спиновой метки -- стабильного нитроксильного радикала 2,2,6,6-тетра-метилпиперидин-Ы-оксила (ТЕМПО) [13, 14].	144:152	0:208	499	rushifteval	ru
радикал	NOUN	1700	1700-1916	1700-1916_радикал_500		И потому она не понимала, как этот человек, бывший в уездной глуши радикалом, здесь стал вдруг удерживать других от крушительной работы Ильи Муромца.	67:77	0:149	500	rushifteval	ru
радикал	NOUN	1992	1992-2016	1992-2016_радикал_501		"Пожалуй, самой широкомасштабной акцией радикалов в годы, непосредственно предшествующие загадочному рубежу 69-70, была авантюра, вошедшая в историю под названием ""экспедиции Лапинского""."	39:48	0:186	501	rushifteval	ru
радикал	NOUN	1700	1700-1916	1700-1916_радикал_502		На основании имеющихся данных, мне кажется, будет законным предположить, что при действии воды и т. д. на металлоорганические соединения в форме гидрюра выделяется только тот алкогольный радикал, углерод которого непосредственно соединен с металлом.	187:195	0:249	502	rushifteval	ru
радикал	NOUN	1992	1992-2016	1992-2016_радикал_503		При взаимодействии атома или радикала с молекулой число электронов остается нечетным, т. е. с необходимостью образуется новый радикал (принцип неуничтожимости электрона), а значит, возникает цепь.	29:37	0:196	503	rushifteval	ru
радикал	NOUN	1700	1700-1916	1700-1916_радикал_504		Глава реакционной партии в Москве Катков, в совершенстве постигший искусство извлекать денежную выгоду из каждой политической смуты, немедленно обвинил всех либералов и радикалов в сообществе с Каракозовым -- что, конечно, было чистейшей ложью -- и стал намекать в своей газете (и вся Москва ему поверила), что Каракозов явился лишь орудием в руках Константина Николаевича.	169:178	0:373	504	rushifteval	ru
радикал	NOUN	1992	1992-2016	1992-2016_радикал_505		Однако очень скоро политическими акциями его правительства, сплошь состоящего из исламских радикалов, были развеяны последние иллюзии, бытовавшие на Старой площади, относительно возможности прихода к власти левых сил в Иране.	91:101	0:225	505	rushifteval	ru
радикал	NOUN	1700	1700-1916	1700-1916_радикал_506		В Испании, в Реусе произошли кровавые столкновения между радикалами и карлистами.	57:67	0:81	506	rushifteval	ru
радикал	NOUN	1992	1992-2016	1992-2016_радикал_507		"Авторская классификация православных националистических течений такова: радикалы -- это движение против ИНН и штрих-кодов вместе с Союзом православных братств, умеренные -- ""лагерь"" Сретенского монастыря, возглавляемый архимандритом Тихоном (Шевкуновым), центр -- Союз православных граждан и редакция газеты ""Радонеж""."	72:80	0:318	507	rushifteval	ru
радикал	NOUN	1700	1700-1916	1700-1916_радикал_508		"""Ого, да это радикал!"" -- подумал я, снова окинув глазами моего соседа."	13:22	0:71	508	rushifteval	ru
радикал	NOUN	1992	1992-2016	1992-2016_радикал_509		"Что остается нашим, более осмотрительным, чем Могутин, свободным радикалам Живописать -- вослед уже не перестроечным ""чернушечникам"", а разочарованно модным западным интеллектуалам -- мир как бордель, нужник и тюрьму, где место художника -- непременно у параши."	65:74	0:261	509	rushifteval	ru
радикал	NOUN	1700	1700-1916	1700-1916_радикал_510		Радикал, чистейший радикал!	0:8	0:27	510	rushifteval	ru
радикал	NOUN	1992	1992-2016	1992-2016_радикал_511		Ведь он более уязвим для свободных радикалов, чем другие части тела.	35:45	0:68	511	rushifteval	ru
радикал	NOUN	1700	1700-1916	1700-1916_радикал_512		Если реакции между другими кислотными радикалами и металлоорганическими соединениями цинка будут аналогичны описанным выше, то можно будет получить, например, из хлористого бутирила при действии цинкметила диметилпропилированный метильный алкоголь (псевдогексильный алкоголь); из хлористого бензоила -- диметилфенилированный метильный алкоголь; при действии цинкэтила и цинкамила на хлористый валерил -- диэтилбутилированный и диамилбутилированный метильный алкоголи.	38:48	0:467	512	rushifteval	ru
радикал	NOUN	1992	1992-2016	1992-2016_радикал_513		"И мои друзья чеченцы, читавшие моего ""Бен Ладена"" и считающие, что я точно срисовал портреты и русского скинхеда и исламского радикала и правильно призвал всех быть бдительными, -- утверждают, что Тушино и все сегодняшние теракты финансируются не из Чечни -- а извне."	126:134	0:267	513	rushifteval	ru
радикал	NOUN	1700	1700-1916	1700-1916_радикал_514		Он радикал и даже страдал за правду -- тот тупой и ограниченный радикал, которому чуждо на земле все прекрасное и живое и который в жизни буржуазен до тошноты.	3:10	0:159	514	rushifteval	ru
радикал	NOUN	1992	1992-2016	1992-2016_радикал_515		Голуби всю лысину загадят, а какой-нибудь радикал напишет на постаменте слово из трех букв -- оно мне надо Райка бы сказала: памятник неизвестному алкоголику.	42:49	0:158	515	rushifteval	ru
радикал	NOUN	1700	1700-1916	1700-1916_радикал_516		Церковно-приходские радикалы Полтава, 19. V.	20:28	0:44	516	rushifteval	ru
