авторитет	3.2333333333333334	2.9555555555555557	2.8444444444444446
амбиция	3.111111111111111	3.4444444444444446	3.3333333333333335
апостол	3.4941176470588236	3.4269662921348316	3.4235294117647057
благодарность	3.2333333333333334	3.566666666666667	3.6555555555555554
блин	3.2134831460674156	1.6629213483146068	2.577777777777778
блондин	3.9444444444444446	3.922222222222222	3.9555555555555557
брат	3.2247191011235956	3.0112359550561796	3.2777777777777777
бригада	2.8	2.7191011235955056	3.0898876404494384
веер	2.550561797752809	2.433333333333333	2.4444444444444446
век	3.2	3.2134831460674156	2.988372093023256
вызов	2.1777777777777776	2.1	2.033333333333333
головка	2.2045454545454546	1.6777777777777778	2.191011235955056
грех	3.488888888888889	2.988888888888889	2.922222222222222
дух	2.3222222222222224	1.6333333333333333	1.8888888888888888
дядька	2.5930232558139537	3.033707865168539	2.6853932584269664
дядя	3.3777777777777778	3.395348837209302	3.2988505747126435
железо	2.2	2.5697674418604652	2.4022988505747125
жесть	3.235955056179775	3.388888888888889	3.411111111111111
живот	2.911111111111111	3.4444444444444446	2.763440860215054
заблуждение	3.5	3.6222222222222222	3.5555555555555554
издательство	3.533333333333333	3.8666666666666667	3.4555555555555557
итальянец	3.707865168539326	3.6	3.6777777777777776
кабан	3.6	3.3222222222222224	3.303370786516854
карман	3.466666666666667	3.4731182795698925	3.566666666666667
крушение	2.752808988764045	2.7865168539325844	2.6
крыша	3.574712643678161	3.0	2.8222222222222224
кулиса	3.1666666666666665	3.1777777777777776	3.2444444444444445
лечение	3.6555555555555554	3.7444444444444445	3.688888888888889
линейка	1.879120879120879	1.3707865168539326	1.2247191011235956
лишение	2.9444444444444446	2.077777777777778	2.3333333333333335
локоть	3.2777777777777777	3.4130434782608696	3.730337078651685
любовник	3.4555555555555557	3.7111111111111112	3.6555555555555554
любовь	3.292134831460674	2.9775280898876404	3.077777777777778
маньяк	3.088888888888889	3.011111111111111	3.1123595505617976
монстр	2.6	2.388888888888889	2.0444444444444443
наволочка	3.6179775280898876	3.8333333333333335	3.9213483146067416
название	3.489130434782609	3.488888888888889	3.433333333333333
наложение	1.9555555555555555	2.067415730337079	1.788888888888889
облако	3.1797752808988764	3.0	3.168539325842697
обоснование	3.741573033707865	3.5	3.588888888888889
огонь	2.101123595505618	2.1333333333333333	2.466666666666667
памятник	2.888888888888889	2.831460674157303	2.8222222222222224
пафос	3.3444444444444446	3.2777777777777777	3.411111111111111
писк	3.2111111111111112	3.0	2.533333333333333
план	2.6777777777777776	2.2777777777777777	2.5444444444444443
поколение	3.433333333333333	3.588888888888889	2.8
половинка	2.5168539325842696	2.7555555555555555	2.6222222222222222
полоса	1.839080459770115	1.5	1.4111111111111112
полость	2.2333333333333334	1.8888888888888888	2.5681818181818183
полукруг	2.7888888888888888	3.1333333333333333	3.088888888888889
понедельник	3.7777777777777777	3.8666666666666667	3.8666666666666667
поставщик	3.566666666666667	3.4444444444444446	3.2555555555555555
поэзия	3.2298850574712645	3.6666666666666665	3.566666666666667
правда	3.1333333333333333	2.9444444444444446	2.966666666666667
предательство	3.6741573033707864	3.488888888888889	3.8
прецедент	3.522222222222222	3.8	3.533333333333333
проникновение	2.7555555555555555	2.688888888888889	2.533333333333333
прорыв	2.088888888888889	2.056179775280899	2.0555555555555554
путь	2.4157303370786516	2.0444444444444443	2.3
размышление	3.522222222222222	3.5555555555555554	3.6222222222222222
ранец	3.6	3.539325842696629	3.388888888888889
расчет	2.0	1.9555555555555555	2.0
риторика	3.067415730337079	2.954022988505747	2.933333333333333
роспись	1.4382022471910112	2.988888888888889	1.5777777777777777
сверстник	3.8666666666666667	3.8666666666666667	3.8202247191011236
связка	2.3333333333333335	1.9662921348314606	1.7752808988764044
собрат	3.4555555555555557	3.3258426966292136	3.3222222222222224
совершенство	2.955056179775281	3.168539325842697	3.088888888888889
советчик	3.2222222222222223	3.488888888888889	3.422222222222222
союзник	3.6666666666666665	3.477777777777778	3.7555555555555555
список	3.2808988764044944	3.311111111111111	3.056179775280899
ссылка	2.8777777777777778	2.0444444444444443	1.9333333333333333
стена	3.1	3.1666666666666665	3.3222222222222224
стипендия	3.8	3.7191011235955056	3.566666666666667
стол	3.50561797752809	3.1666666666666665	3.2555555555555555
тачка	3.397727272727273	1.9444444444444444	1.898876404494382
тупик	3.1797752808988764	2.831460674157303	3.1444444444444444
увольнение	3.2111111111111112	3.533333333333333	3.3222222222222224
углеводород	3.688888888888889	3.311111111111111	3.2
удобство	2.433333333333333	2.4269662921348316	2.511111111111111
уклад	3.3333333333333335	3.422222222222222	3.422222222222222
университет	3.5444444444444443	3.7	3.7222222222222223
установление	2.2808988764044944	2.2666666666666666	2.404494382022472
фаворит	3.1555555555555554	2.533333333333333	2.8444444444444446
формат	2.842696629213483	2.022222222222222	1.8111111111111111
формула	2.811111111111111	2.269662921348315	2.577777777777778
хозяйка	3.2555555555555555	3.2222222222222223	3.422222222222222
хор	2.6666666666666665	2.8735632183908044	2.2247191011235956
хрен	1.8	2.2666666666666666	1.6
цензура	3.49438202247191	3.466666666666667	3.4555555555555557
центр	2.1444444444444444	1.8333333333333333	1.8777777777777778
цифра	2.966666666666667	2.8777777777777778	3.1954022988505746
частица	1.9666666666666666	2.3333333333333335	2.2
чек	2.3777777777777778	1.9550561797752808	2.651685393258427
штаб	3.6333333333333333	3.388888888888889	3.5
эшелон	2.922222222222222	2.2888888888888888	2.3333333333333335
юбилей	3.688888888888889	3.7	3.7888888888888888
ядро	1.5543478260869565	1.9111111111111112	1.4777777777777779
ясли	2.2808988764044944	3.0	1.9
