lemma	pos	date	grouping	identifier	description	context	indexes_target_token	indexes_target_sentence	identifier_system	project	lang
обоснование	NOUN	1918	1918-1990	1918-1990_обоснование_3014		"Вместе с тем детальное воспроизведение повседневного ""пошлого"" быта, к которому он пришел от украинской народной традиции под влиянием провинциальных собеседников у Вальтера Скотта, в заветах ""неистовой"" школы, например в романе Жюля Жанена, получало новое стилистическое обоснование и новые композиционные формы."	272:283	0:313	3014	rushifteval	ru
обоснование	NOUN	1992	1992-2016	1992-2016_обоснование_3015		"Нам приятно было услышать, что фракция партии ""Яблоко"" спустя год, после того как КПРФ во второй раз поставила вопрос об отставке правительства и подготовила обоснование этого требования, решило поддержать нашу инициативу."	158:169	0:222	3015	rushifteval	ru
обоснование	NOUN	1918	1918-1990	1918-1990_обоснование_3016		"""Символизм дает методологическое обоснование не только школам искусства, но и формам искусства"", -- утверждаю я в статье ""Смысл искусства"" (1907 г.); вместо ""дает"" следовало бы сказать ""должен дать""; символисты ""ни за, ни против реализма, натурализма, классицизма"" и т. д.; они против школьных приемов, когда последние претендуют на монополию; ""за"" -- когда приемы эти осознают себя проекциями действительности, которая многогранней, чем о ней думают натуралисты, романтики, пассеисты и догматики-символисты."	33:44	0:508	3016	rushifteval	ru
обоснование	NOUN	1992	1992-2016	1992-2016_обоснование_3017		Для получения разрешения министерство (ведомство), организация (предприятие) должно представить Госгортехнадзору России техническое обоснование, а также заключение специализированной проектной организации.	132:143	0:205	3017	rushifteval	ru
обоснование	NOUN	1918	1918-1990	1918-1990_обоснование_3018		"И добавил без всякого торжества: ""...Здесь не будет сделано никаких попыток дать этой гипотезе обоснование с точки зрения механики (поскольку это представляется делом безнадежным)..."" Взамен обоснования логикой он привел оправдание пользой: ""возможностью объяснить целую группу экспериментальных результатов""."	95:106	0:309	3018	rushifteval	ru
обоснование	NOUN	1992	1992-2016	1992-2016_обоснование_3019		Но, может быть, областной прокурор прав, и приведенные выше положения действительно нарушают федеральное законодательство Давайте вместе посмотрим, какие же аргументы в обоснование своего протеста им приводятся.	169:180	0:211	3019	rushifteval	ru
обоснование	NOUN	1918	1918-1990	1918-1990_обоснование_3020		Возможно, поэтому его вклад в логику и обоснование математики долго не получали признания.	39:50	0:90	3020	rushifteval	ru
обоснование	NOUN	1992	1992-2016	1992-2016_обоснование_3021		Когда я сказал об этом Андрею Битову, он заявил, что я напрасно пытаюсь найти в этой книге реальные научные обоснования.	108:119	0:120	3021	rushifteval	ru
обоснование	NOUN	1918	1918-1990	1918-1990_обоснование_3022		Эта брошюра является мастерским изложением и серьезным теоретическим обоснованием ленинизма.	69:81	0:92	3022	rushifteval	ru
обоснование	NOUN	1992	1992-2016	1992-2016_обоснование_3023		В данной работе приводится экспериментальное обоснование использования газовых показателей при геоэкологических исследованиях грунтов, загрязненных техногенными нефтепродуктами (бензин, дизельное топливо, керосин и др.).	45:56	0:220	3023	rushifteval	ru
обоснование	NOUN	1918	1918-1990	1918-1990_обоснование_3024		А в массе все эти понятия, обнаженные от хитросплетенных аргументаций, предпосылок, обоснований, претворялись в простые до удивления, и логичные до ужаса выводы.	84:95	0:161	3024	rushifteval	ru
обоснование	NOUN	1992	1992-2016	1992-2016_обоснование_3025		При обосновании рационального типажа войсковых зенитных комплексов исходят из того, что основной задачей системы войсковой ПВО является защита сухопутных войск и объектов их тыла от массированного авиационно-ракетного удара СВН.	4:15	0:228	3025	rushifteval	ru
обоснование	NOUN	1918	1918-1990	1918-1990_обоснование_3026		Вот почему для пользы дела я призываю быть очень осторожном с использованием методов биоэнерговоздвйствия, ибо они нуждаются в тщательном экспериментальном изучении и строгом научном обосновании.	183:194	0:195	3026	rushifteval	ru
обоснование	NOUN	1992	1992-2016	1992-2016_обоснование_3027		"Сразу после отчётов начинают писать ""заявки на разведку"", ""обоснования разведки"", ""выбивают оборудование"", и Насте, с Аниных слов, кажется, что работа учёных геологов заключается в написании разных отчетов, заявок и выбивании."	59:70	0:226	3027	rushifteval	ru
обоснование	NOUN	1918	1918-1990	1918-1990_обоснование_3028		Из правильного положения, разделяемого и прокурором, о том, что все эти лица незаконно превращены из обвиняемых в свидетелей, напрашивается сам собою единственный вывод: их показания непригодны как доказательство для обоснования судебного приговора и должны быть сброшены со счетов.	217:228	0:282	3028	rushifteval	ru
обоснование	NOUN	1992	1992-2016	1992-2016_обоснование_3029		В ней отсутствовали серьезные обоснования перспектив строительства армии с учетом реально существующих и вероятных военных угроз.	30:41	0:129	3029	rushifteval	ru
обоснование	NOUN	1918	1918-1990	1918-1990_обоснование_3030		Дальтона, когда он в начале прошлого столетия выступил с обоснованием знаменитого закона кратности отношений, который мы помним ещё из школьного курса химии.	57:69	0:157	3030	rushifteval	ru
обоснование	NOUN	1992	1992-2016	1992-2016_обоснование_3031		"Вот вам обоснование и для ""железного занавеса"", и для единомыслия (по указанию начальства), и для всех остальных прелестей социализма."	8:19	0:134	3031	rushifteval	ru
обоснование	NOUN	1918	1918-1990	1918-1990_обоснование_3032		В основе ее всегда лежит сомнение и рационалистическое обоснование существующего.	55:66	0:81	3032	rushifteval	ru
обоснование	NOUN	1992	1992-2016	1992-2016_обоснование_3033		Разумеется, как всякое предположение это тоже должно быть обосновано, и для обоснования сравним стихотворную продукцию поэтов Единого Государства, сконструированную по некоему образу и подобию прозаиком Замятиным, с реальной поэтической продукцией советских поэтов 1917--1921 годов.	58:68	0:282	3033	rushifteval	ru
обоснование	NOUN	1918	1918-1990	1918-1990_обоснование_3034		-- Но это высказанное вам обоснование моих действий между нами, не правда, ли, Пален Подчиненные не имеют права, как в святилище, проникать в душу монарха.	26:37	0:155	3034	rushifteval	ru
обоснование	NOUN	1992	1992-2016	1992-2016_обоснование_3035		В целом освоение газовых и газоконденсатных месторождений условно можно разделить на четыре этапа [6]: -- разведка месторождения -- получение максимальной информации для каждой скважины по каждому газонефтеводоносному пропластку для повышения качества и надежности подсчета запасов газа, конденсата и нефти (при наличии нефтяной оторочки) и составления технологической схемы опытно-промышленной эксплуатации месторождения; -- опытно-промышленная эксплуатация месторождения -- продолжение разведочных работ, исследование всех разведочных эксплуатационных скважин с целью определения параметров пласта, скважины и добываемой продукции, обоснования и повышения надежности исходных данных, используемых при составлении проекта разработки залежи и обустройства промысла; -- разработка месторождения -- с учетом геолого-промысловой характеристики месторождения проведение исследований в оптимальном объеме, обеспечивающем качественный анализ данных разработки и надежный контроль за разработкой месторождения; -- конечная стадия разработки месторождения -- определение возможности эксплуатации скважин при повышенной влаге и низких скоростях потока, обводнении отдельных скважин и др.	634:645	0:1178	3035	rushifteval	ru
обоснование	NOUN	1918	1918-1990	1918-1990_обоснование_3036		Доктор наук любил исторические обоснования.	31:42	0:43	3036	rushifteval	ru
обоснование	NOUN	1992	1992-2016	1992-2016_обоснование_3037		Обобщенно-эмпирическим обоснованием утверждения, что россиянам присущи указанные фазы активности, являются данные социологических исследований РАГС (так, например, на ненормированность рабочего дня указывают 21 % респондентов), а также социальный факт -- ритм месячной трудовой активности на предприятиях в советское время (что соотносимо с ритмом трудовой активности на ряде предприятий Ижевска в настоящее время).	23:35	0:415	3037	rushifteval	ru
обоснование	NOUN	1918	1918-1990	1918-1990_обоснование_3038		"Классическую критику тактики меньшевиков и гениальное обоснование большевистской тактики дал Ленин в своей исторической книге ""Две тактики социал-демократии в демократической революции""."	54:65	0:186	3038	rushifteval	ru
обоснование	NOUN	1992	1992-2016	1992-2016_обоснование_3039		Уже боязно было ей говорить об авторе, о книге, не дав нигде никакого классового обоснования.	81:92	0:93	3039	rushifteval	ru
обоснование	NOUN	1918	1918-1990	1918-1990_обоснование_3040		Вавилова и Н.С. Зенин впервые выступили с обоснованием гомеопатического метода учением Павлова, учением русских физиологов Введенского и Ухтомского.	42:54	0:148	3040	rushifteval	ru
обоснование	NOUN	1992	1992-2016	1992-2016_обоснование_3041		Возбудив дело, судья проводит тщательную подготовку к разбирательству -- решает вопрос о составе лиц, участвующих в деле, определяет доказательства, которые каждая сторона должна представить в обоснование своих утверждений и т.д. К сторонам, участвующим в деле об установлении отцовства, следует отнести: лицо, по иску которого возбуждено дело; предполагаемого отца; ребенка, достигшего возраста 14 лет.	193:204	0:403	3041	rushifteval	ru
обоснование	NOUN	1918	1918-1990	1918-1990_обоснование_3042		Мало того, подделыватели, без всякого научного багажа и без теоретической подготовки, не в состоянии были дать толковое, хоть по видимости самостоятельное обоснование своего миросозерцания реакции.	155:166	0:197	3042	rushifteval	ru
обоснование	NOUN	1992	1992-2016	1992-2016_обоснование_3043		Другой важнейший фрагмент психологии социального познания -- обоснование специфики процесса категоризации социальных объектов, связанной с их сложностью, нечеткостью границ, включенностью в этот процесс эмоций и мотивации в большей степени, чем это имеет место при категоризации объектов физического мира.	61:72	0:305	3043	rushifteval	ru
обоснование	NOUN	1918	1918-1990	1918-1990_обоснование_3044		"Но почти все построение бунинской книги обращено к тому, чтобы показать невозможность единого и стройного построения такой личности, как Толстой, почти все в ней клонится к обоснованию слов Софии Андреевны, сказанных ею незадолго до смерти: ""Сорок восемь лет прожила я со Львом Николаевичем, а так и не узнала, что он был за человек!"""	173:184	0:334	3044	rushifteval	ru
обоснование	NOUN	1992	1992-2016	1992-2016_обоснование_3045		Я уже не говорю о тех, скажу мягко, странных обоснованиях, которые приводятся при этом.	45:57	0:87	3045	rushifteval	ru
обоснование	NOUN	1918	1918-1990	1918-1990_обоснование_3046		Веками эта мысль поднималась в научных исканиях; в 1859 г. она, наконец, получила прочное обоснование в великих достижениях Ч. Дарвина (1809-1882) и А. Уоллеса (1822-1913).	90:101	0:172	3046	rushifteval	ru
обоснование	NOUN	1992	1992-2016	1992-2016_обоснование_3047		"Проекты федерального бюджета на следующий год вносятся Правительством одновременно с рядом документов, содержащих прогнозы, оценки, данные, предложения, рекомендации, проекты программ, расчеты и иную информацию, необходимую для подтверждения статей расходов бюджета на соответствующий период и обоснования финансирования основных направлений социально-экономического развития Российской Федерации в соответствии с Федеральным законом ""О государственном прогнозировании и программах социально-экономического развития Российской Федерации""."	294:305	0:538	3047	rushifteval	ru
обоснование	NOUN	1918	1918-1990	1918-1990_обоснование_3048		Прежде всего мы даем социально-экономические обоснования тем принципам трудовой школы, которые легли в основу нашей системы, в том виде, в каком они были даны основоположниками марксизма и деятелями нашей революции.	45:56	0:215	3048	rushifteval	ru
