lemma	pos	date	grouping	identifier	description	context	indexes_target_token	indexes_target_sentence	identifier_system	project	lang
частица	NOUN	1700	1700-1916	1700-1916_частица_6186		Частица но повторяется в большей части фамилий и есть, кажется, не что иное, как грамматическая форма.	0:7	0:102	6186	rushifteval	ru
частица	NOUN	1918	1918-1990	1918-1990_частица_6187		"""И мы, и мы были частицей мира, -- шептали они, обгоняя друг дружку, влачась по земле."	19:27	0:86	6187	rushifteval	ru
частица	NOUN	1700	1700-1916	1700-1916_частица_6188		Здесь вижу я, скажете, что химия показывает только материи, из которых состоят смешанные тела, а не каждую их частицу особливо.	110:117	0:127	6188	rushifteval	ru
частица	NOUN	1918	1918-1990	1918-1990_частица_6189		Лишь когда еще дальше пойдет открытие Земли -- от космоса, куда уходят принадлежащие ей магнитные поля, пояса заряженных частиц, пылевые и водородные облака, от самых верхних слоев атмосферы до самых глубоких недр, -- только тогда мы узнаем подлинную картину строения и жизни нашей родной планеты.	121:127	0:297	6189	rushifteval	ru
частица	NOUN	1700	1700-1916	1700-1916_частица_6190		Подобного рода явления, еще очень мало изученные, а также все вышесказанное о возможности большей и меньшей сложности организации белковых частиц при посредстве их элементарных рядов, породили во мне мысль, что в органической природе белковая частица появилась не сразу такой, какой мы ее находим в организмах животных и высших растений; что должны быть организмы, белковые вещества которых обладают частицами в том или другом отношении менее сложными и, может быть, даже иного, значительно более простого типа.	243:250	0:511	6190	rushifteval	ru
частица	NOUN	1918	1918-1990	1918-1990_частица_6191		Циклотрон -- это машина, ускоряющая движение заряженных частиц, например дейтронов -- ядер тяжелого водорода, дейтерия.	56:62	0:119	6191	rushifteval	ru
частица	NOUN	1700	1700-1916	1700-1916_частица_6192		Вследствие этой системы до шести лет мне не давали мяса, а до совершенной перемены зубов -- ничего, в чем заключалась хоть малейшая частица сахару.	132:139	0:147	6192	rushifteval	ru
частица	NOUN	1918	1918-1990	1918-1990_частица_6193		"Не пройдет и нескольких десятимиллиардных долей секунды, как он столкнется с электроном, и ""микровзрыв"" аннигиляции превратит обе частицы в кванты жесткого электромагнитного излучения, называемые гамма-квантами."	133:140	0:211	6193	rushifteval	ru
частица	NOUN	1700	1700-1916	1700-1916_частица_6194		К пыловатым принадлежат шиферные породы, состоящие из легких, жестких частиц, в огне обгорающие и разваливающиеся на куски; собственное им, что они ломаются слоями.	70:76	0:164	6194	rushifteval	ru
частица	NOUN	1918	1918-1990	1918-1990_частица_6195		Это были люди, которые уже на земле жили вечностью, которые действительно, верой и любовью, стали как бы частицами Тела Христова, ломимого ради спасения мира.	105:114	0:158	6195	rushifteval	ru
частица	NOUN	1700	1700-1916	1700-1916_частица_6196		Зачем, например, Христос родился в декабре В какой час дня совершилось благовещение и рождество Мог ли Христос говорить тотчас после своего рождения Зачем Христа пригвоздили к кресту четырьмя, а не тремя гвоздями Всю ли свою кровь, излиянную на кресте, восприял Христос при воскресении или частицы ее остались и смешались с землею и пр. и пр.	290:297	0:342	6196	rushifteval	ru
частица	NOUN	1918	1918-1990	1918-1990_частица_6197		Чтобы не отступить ни на шаг от подлинника, приходилось допускать несвойственные русской речи выражения и эпитеты, злоупотреблять частицами, делать насилия над ударениями, допускать неправильности грамматические и метрические.	130:139	0:226	6197	rushifteval	ru
частица	NOUN	1700	1700-1916	1700-1916_частица_6198		Дружба, ты все на земле! ты частица небесного блаженства! отказать в чем-нибудь во имя твое есть верх преступления! -- с энтузиазмом произнесла кузина, и сокровеннейшие тайны вырвались из засохшего рта ее в следующих выражениях: -- Вы исторгли из меня мою тайну; не осудите меня, кузина, но пожалейте, пожалейте о несчастной, потому что несчастная также любила изверга и также изменила себе.	28:35	0:391	6198	rushifteval	ru
частица	NOUN	1918	1918-1990	1918-1990_частица_6199		"Чем больше становится ускорителей, тем больше открывают новых ""элементарных"" частиц."	80:86	0:84	6199	rushifteval	ru
частица	NOUN	1700	1700-1916	1700-1916_частица_6200		Наконец, эти следы песка, как и замеченные следы сырости, могли остаться от дождя, под которым труп оставался у забора; частицы песка могли быть занесены на труп ветром.	120:127	0:169	6200	rushifteval	ru
частица	NOUN	1918	1918-1990	1918-1990_частица_6201		...В 20-м году, предсказывая существование нейтральных частиц, Резерфорд предупреждал, что их нельзя будет собрать и удержать в сосуде -- любые стенки окажутся для них прозрачными.	55:61	0:180	6201	rushifteval	ru
частица	NOUN	1700	1700-1916	1700-1916_частица_6202		В первом моем сообщении о белковых веществах в I томе Физиологического сборника я привел факты, из которых считал себя вправе вывести заключение о предсуществовании в белковой частице углеазотной группы атомов, которая, смотря по разновидности белка, может находиться в двух состояниях.	176:183	0:286	6202	rushifteval	ru
частица	NOUN	1918	1918-1990	1918-1990_частица_6203		Как только пропадает пространственная структура воды, коллоидные частицы быстро седиментируют.	65:72	0:94	6203	rushifteval	ru
частица	NOUN	1700	1700-1916	1700-1916_частица_6204		Вероятно, что в ксантопротагоне при меньшей сложности его (меньшем скучении составных групп) сравнительно с альбопротагоном остается больше свободных атомностей составных групп его, что должно выразиться большей химической силой цельной частицы ксантопротагона.	237:244	0:261	6204	rushifteval	ru
частица	NOUN	1918	1918-1990	1918-1990_частица_6205		Свет умеет вести себя, как волны, но он умеет вести себя и как частицы.	63:70	0:71	6205	rushifteval	ru
частица	NOUN	1700	1700-1916	1700-1916_частица_6206		Во всяком случае это тело представляет частицу довольно прочную.	39:46	0:64	6206	rushifteval	ru
частица	NOUN	1918	1918-1990	1918-1990_частица_6207		И наконец, при давлении выше граничного образуются довольно плотные, но сравнительно малопрочные скопления из зерен -- агрегаты, промежутки между которыми заполнены более мелкими частицами, поэтому для увеличения КПД помола следует их рассеять.	179:188	0:244	6207	rushifteval	ru
частица	NOUN	1700	1700-1916	1700-1916_частица_6208		По наблюдением Майергофера, в третьем растирании олова больной получает 115 с лишком миллионов раздробленных и еще дробимых частиц этого металла, и кубический объем такой металлической частицы в 64 раза меньше объема кровяного шарика у человека, так что эти частицы могут свободно быть восприняты и усвоены кровяными шариками.	124:130	0:326	6208	rushifteval	ru
частица	NOUN	1918	1918-1990	1918-1990_частица_6209		Зато мы не делаем уже какие попало судорожные движения, отыскивая частицу еды, тепла, света.	66:73	0:92	6209	rushifteval	ru
частица	NOUN	1700	1700-1916	1700-1916_частица_6210		Вопрос -- чего произносится -- човоэ, чернее -- чернеа, невесть что сокращается на нистъ-что, нитъ-что и даже нись-что; слышатся славянские окончания туто-тамо с прибавкою, для большей плавности речи, частицы де: туто-де, тамо-де; славянское не ведаю вместо -- не знаю, и притом сокращенно: не веду.	201:208	0:299	6210	rushifteval	ru
частица	NOUN	1918	1918-1990	1918-1990_частица_6211		"В основе их лежит образ ""множественной единичности"", как приходится теперь говорить; в нем мы находим подспорье к пониманию отдельной частицы разломленного хлеба или расчленного тела, становящейся всеобщей и множественной."	137:144	0:222	6211	rushifteval	ru
частица	NOUN	1700	1700-1916	1700-1916_частица_6212		В каждом человеке есть частица Грушницкого.	23:30	0:43	6212	rushifteval	ru
частица	NOUN	1918	1918-1990	1918-1990_частица_6213		Металлургические газы -- это настоящий бич подобных предприятий -- подвергаются очистке в рукавных фильтрах, а улавливаемые пылевидные частицы снова используются в производстве.	135:142	0:177	6213	rushifteval	ru
частица	NOUN	1700	1700-1916	1700-1916_частица_6214		Лудвиг принимает существование особенной системы нервных частиц между концами чувствительных и двигательных волокон и сравнивает эту систему с мышцей.	57:63	0:150	6214	rushifteval	ru
частица	NOUN	1918	1918-1990	1918-1990_частица_6215		Ничтожная частица русской земли, облитая русской кровью, корчилась в судорогах боя.	10:17	0:83	6215	rushifteval	ru
частица	NOUN	1700	1700-1916	1700-1916_частица_6216		Сверх того довольно есть частиц, которые от расширившегося пламени по воздуху расшибаются, ибо расширяющийся пламень от серы и от селитры происходит, а крупиночки соли, из винного камня сделанной, разделившись на мелкие частицы, от пламени разбрасываются.	25:31	0:255	6216	rushifteval	ru
частица	NOUN	1918	1918-1990	1918-1990_частица_6217		Где-то, скажем, после домашних дел час-полтора и потянутся к этому часу все другие частицы дня, располагаясь вокруг него иерархически.	83:90	0:134	6217	rushifteval	ru
частица	NOUN	1700	1700-1916	1700-1916_частица_6218		Я приехала только потому, что меня вдруг неудержимо потянуло к вам, потянуло снова изведать хоть жалкую частицу того горячего, ослепительного счастья, которым мы когда-то наслаждались расточительно и небрежно, точно сказочные цари.	104:111	0:231	6218	rushifteval	ru
частица	NOUN	1918	1918-1990	1918-1990_частица_6219		Вместе с тем, если их будет слишком много, в нашем трехмерном пространстве появятся лишние поля и частицы.	98:105	0:106	6219	rushifteval	ru
