lemma	pos	date	grouping	identifier	description	context	indexes_target_token	indexes_target_sentence
название	NOUN	1918	1918-1990	1918-1990_название_2878-15		И вдруг внезапным световым ударом -- ощутимым, казалось, даже кожей лица -- открылось в окне нечто, чему он не нашел сразу названия.	123:131	0:132
название	NOUN	1918	1918-1990	1918-1990_название_2840-15		Достаточно перечислить одни лишь названия бунинских стихотворений того времени: "Орда", "Шестикрылый", "Скоморохи", "Казнь", "Чернец", "Матвей Прозорливый", -- чтобы понять, что делалось тогда в душе Бунина.	33:41	0:207
название	NOUN	1918	1918-1990	1918-1990_название_2846-15		Через разломанную черту оседлости хлынули многочисленные жители украинско-белорусского местечка, прошедшие только начальную ступень ассимиляции и приобщения к идее сверхнации, непереваренные, с чуть усвоенными идеями, с путаницей в мозгах, с национальной привычкой к догматизму, со страстным желанием, чтобы название процесса, взятое наспех, соответствовало сути дела.	308:316	0:368
название	NOUN	1918	1918-1990	1918-1990_название_2838-15		Хозяин исчез, а название осталось, наверное, до сих пор.	16:24	0:56
название	NOUN	1918	1918-1990	1918-1990_название_2836-15		Впоследствии я узнавал эти названия.	27:35	0:36
название	NOUN	1918	1918-1990	1918-1990_название_2848-15		Древнее население таких дворов не нуждалось в том, чтобы дать им более конкретное название, ибо для этих людей реально существовал только один Двор -- их собственное жилище.	82:90	0:173
название	NOUN	1918	1918-1990	1918-1990_название_2864-15		Может быть, кто-нибудь донес победителям об этой команде, которая носила официальное название саботажной Тут, в Австрии, в этом районе, я была единственным Чином этой группы.	85:93	0:174
название	NOUN	1918	1918-1990	1918-1990_название_2852-15		"Морская тактика" адмирала Макарова странным образом зажалась между желтыми французскими романами, самые названия которых показывали, что лейтенант поддерживает знание языков литературой нескучной.	105:113	0:197
название	NOUN	1918	1918-1990	1918-1990_название_2866-15		Такое название приходится порой "распутывать", как кроссворд.	6:14	0:61
название	NOUN	1918	1918-1990	1918-1990_название_2834-15		Он перечислил названия ручьев, координаты линий.	14:22	0:48
название	NOUN	1918	1918-1990	1918-1990_название_2892-15		-- Мне кажется, что я сама придумала это прекрасное название, -- сказала она.	52:60	0:77
название	NOUN	1918	1918-1990	1918-1990_название_2890-15		Однако само название метода и порядок проведения такого коллективного исследования в чистом виде были предложены лишь в 50-х годах американцем Алексом Осборном, который обобщил двадцатилетний опыт решения различных проблем группой сотрудников крупной рекламной фирмы "Баттен, Бартон, Дерстайн энд Осборн".	12:20	0:305
название	NOUN	1918	1918-1990	1918-1990_название_2850-15		Между тем Ланжерон не есть название местности, сложившееся вследствие каких-либо природных ее особенностей, этнографических, Ланжерон -- целиком на местность перенесенная фамилия французского графа.	27:35	0:198
название	NOUN	1918	1918-1990	1918-1990_название_2888-15		Рядом с Эллис-Айлендом -- "Островом слез", превращенным американскими империалистами в концентрационный лагерь и за это получившим свое второе название, на крохотном островке Бедло стоит воспетая многими поэтами и изображенная на миллионах почтовых открыток знаменитая статуя Свободы -- тоже как бы подвергнутая карантину, нежелательная гостья сегодняшней Америки.	143:151	0:364
название	NOUN	1918	1918-1990	1918-1990_название_2844-15		Я напомню, что СОВЕТЫ, давшие название нашему строю и просуществовавшие до 6 июля 1918 года, никак не зависели от Идеологии -- будет она или не будет, но обязательно предполагали широчайший совет всех, кто трудится.	30:38	0:215
название	NOUN	1918	1918-1990	1918-1990_название_2886-15		Действуя неторопливо, но споро, она исправно жевала даже и довольно жилистое мясо, данное на второе тоже под каким-то французско-кулинарным названием: вставные челюсти ее действовали хорошо.	140:149	0:190
название	NOUN	1918	1918-1990	1918-1990_название_2842-15		Трактаты, входящие в Мишну и Гемары, имеют одинаковые названия.	54:62	0:63
название	NOUN	1918	1918-1990	1918-1990_название_2860-15		-- Ну и ладно, -- вздохнул лейтенант, как будто в названии ему почудился скрытый намек.	50:58	0:87
название	NOUN	1918	1918-1990	1918-1990_название_2882-15		Надо ж придумать: родиться в селе с таким названием.	42:51	0:52
название	NOUN	1918	1918-1990	1918-1990_название_2880-15		Названия античных драм -- важное подспорье в вопросах их социальной генетики.	0:8	0:77
название	NOUN	1918	1918-1990	1918-1990_название_2858-15		Таково, в частности, древнее название Черного моря -- "Гостеприимным" -- Pontos Eyxeinos, хотя его, за постоянные бури, считали особенно опасным, особенно неприязненным.	29:37	0:169
название	NOUN	1918	1918-1990	1918-1990_название_2876-15		Против Тебердинской долины стоит хорошо видная из курорта Софруджу (3785 м), представляющая снежный гребень с двумя вершинами, идущий в северном направлении и заканчивающийся черной скалой, известной под названием "Зуб Софруджу".	204:213	0:229
название	NOUN	1918	1918-1990	1918-1990_название_2868-15		В 1924 году появляется белая бумага и металлические клише, а спустя год -- Сибирское краевое издательство (Сибкрайиздат), взяв журнал в свое ведение, переводит его редакцию в Ново-Сибирск -- столицу Сибири, где журнал выходит под новым названием "Охотник и Пушник Сибири", уже в красочной обложке.	236:245	0:297
название	NOUN	1918	1918-1990	1918-1990_название_2862-15		Надо при этом сказать, что он совершенно не интересовался ни тем разрядом любовных похождений, который носит название le genre ancillaire, ни теми представительницами прекрасного пола, которые являются жрицами Венеры.	109:117	0:217
название	NOUN	1918	1918-1990	1918-1990_название_2854-15		читает нам названия глав новой своей книги.	11:19	0:43
название	NOUN	1918	1918-1990	1918-1990_название_2884-15		И не только знать их по названиям, но и рассказать, как к ним проехать.	24:33	0:71
название	NOUN	1918	1918-1990	1918-1990_название_2856-15		Название породы я забыл, она немного мягче гранита.	0:8	0:51
название	NOUN	1918	1918-1990	1918-1990_название_2870-15		Знакомые мысы и названия.	16:24	0:25
название	NOUN	1918	1918-1990	1918-1990_название_2872-15		И к каждой мышце нарисована стрелка и название болезни.	38:46	0:55
название	NOUN	1918	1918-1990	1918-1990_название_2874-15		Этот памятник, известный под названием "Триумф Республики", остается и до сих пор одним из лучших монументов Парижа.	29:38	0:116
название	NOUN	1992	1992-2016	1992-2016_название_2861-15		Название пока держится в секрете, известно только, что оно будет отражать основной принцип, использованный при проектировании данной серии.	0:8	0:139
название	NOUN	1992	1992-2016	1992-2016_название_2853-15		Ведь название высшей формы -- это критерий.	5:13	0:43
название	NOUN	1992	1992-2016	1992-2016_название_2849-15		Подполковник или полковник, начинал с Аргентины, послужил там мало, был стеснен и денежно, и в передвижениях по стране, свидетельством же пребывания в ней избрал якобы по забывчивости оставленное у радиоприемника ресторанное меню с экзотическими названиями блюд (от пучеро-де-гальино до чурраско и маниес, то есть самые обиходные и простонародные, какие подают в каждой пульперии, но все -- с умопомрачительными ценами).	246:256	0:420
название	NOUN	1992	1992-2016	1992-2016_название_2855-15		На территории под названием "Южная Америка" мама-капибара (хомячок размером с хорошего эрдельтерьера) выгуливает трехмесячного ребеночка.	18:27	0:137
название	NOUN	1992	1992-2016	1992-2016_название_2837-15		В 1918 году Рассел читает курс лекций, который был издан под названием "Философия логического атомизма".	61:70	0:104
название	NOUN	1992	1992-2016	1992-2016_название_2851-15		Вполне возможно, что, уведя людей из-под знамен "единороссов", они постараются и идеи забрать, благо название созвучное уже себе повесили.	101:109	0:138
название	NOUN	1992	1992-2016	1992-2016_название_2859-15		Бегло перечисляя дореволюционные названия, он продолжил свою мысль, вылавливая из множества переименованных улиц и мостов те, что остались нетронутыми: приводил им в соответствие фамилии виднейших закулисных деятелей, казалось бы, не имевших прямого отношения к большевикам.	33:41	0:274
название	NOUN	1992	1992-2016	1992-2016_название_2847-15		Выбор симптома и его значений осуществляется в окне "Текущий симптом диагностики", где приводятся название симптома и список его возможных значений.	98:106	0:148
название	NOUN	1992	1992-2016	1992-2016_название_2863-15		Любые совпадения, в том числе в названиях официальных и частных учреждений, их адресах и адресах каких-либо квартир, обозначениях должностей и званий, следует считать только совпадениями, ничего общего с действительностью не имеющими.	32:41	0:234
название	NOUN	1992	1992-2016	1992-2016_название_2845-15		Название, согласитесь, звучит нахально оскорбительно, но это не самый главный Ваш промах.	0:8	0:89
название	NOUN	1992	1992-2016	1992-2016_название_2841-15		Металась, в общем, но потом Александр Анатольевич помог ей устроиться в театр, я забыла его название, и она теперь актриса, да.	92:100	0:127
название	NOUN	1992	1992-2016	1992-2016_название_2877-15		"В целях привлечения татарского населения к активному участию в праздновании юбилея столицы предлагается провести в один из дней торжеств по случаю 850-летия Москвы 5-7 сентября 1997 года красочно костюмированное историко-просветительское мероприятие под названием "Татаро-монгольское шествие".	255:264	0:294
название	NOUN	1992	1992-2016	1992-2016_название_2875-15		Что унизительно сложные процедуры выдачи Шенгенских виз, которые практикуют консульские учреждения европейских стран в России, представляют собой гораздо более серьезную гуманитарную проблему, чем формат и название проездных документов в Калининградскую область.	206:214	0:262
название	NOUN	1992	1992-2016	1992-2016_название_2871-15		Именно под таким названием состоялся семинар в сентябре прошлого года в Кавказском институте мира, демократии и развития по инициативе его директора, философа и политолога Гиа Нодиа[1].	17:26	0:185
название	NOUN	1992	1992-2016	1992-2016_название_2869-15		Новая форма твердого вещества получила название q-стекла.	39:47	0:57
название	NOUN	1992	1992-2016	1992-2016_название_2879-15		По итогам анализа он поручил подготовить всеобъемлющий документ под названием "Основы государственной политики использования земельных ресурсов".	68:77	0:145
