lemma	pos	date	grouping	identifier	description	context	indexes_target_token	indexes_target_sentence	identifier_system	project	lang
лох	NOUN	1918	1918-1990	1918-1990_лох_300		А то, что у Гнуча все же трубочка осталась, да и на танцульку его вместе с Филькой лохом протиснули -- в расчет не принималось.	83:88	0:127	300	rushifteval	ru
лох	NOUN	1992	1992-2016	1992-2016_лох_301		"Так кто же тогда ""ужасные"" Ужасны не питбули, выведенные для контрактных матчей, а их полные фальсификаты, метисы ""адской смеси"", выводимые ханыгами всех ""стран и народов"" для удовлетворения высокого спроса на породу прежде всего среди профанов и лохов."	247:253	0:253	301	rushifteval	ru
лох	NOUN	1918	1918-1990	1918-1990_лох_302		Бугор гоняет наперстки, а двое подставных выигрывают без перерыва, заманивая лохов.	77:82	0:83	302	rushifteval	ru
лох	NOUN	1992	1992-2016	1992-2016_лох_303		Но они, как сразу определил Андрей, были классическими лохами.	0:2	0:62	303	rushifteval	ru
лох	NOUN	1918	1918-1990	1918-1990_лох_304		Лох (ср.: Даль: лоха, солха, дура, глупая баба).	0:3	0:48	304	rushifteval	ru
лох	NOUN	1992	1992-2016	1992-2016_лох_305		Душившие меня приступы смеха привели в недоумение ловцов лохов; загибаясь от хохота, шагаю в образовавшуюся брешь в их рядах.	57:63	0:125	305	rushifteval	ru
лох	NOUN	1918	1918-1990	1918-1990_лох_306		На смену им уже поднялась, вскипая, вторая волна весеннего цвета; распустила белые зонтики калина, гроздья душистой акации отдыхали от гудливой твари лишь в ночи, на пустошах колючий лох отворял свой невидный желтенький цвет, задошливо-пряный, расцвела сирень.	183:186	0:260	306	rushifteval	ru
лох	NOUN	1992	1992-2016	1992-2016_лох_307		Обманутые лохи (а их оказалось около ста человек), однако, в милицию не шли.	10:14	0:76	307	rushifteval	ru
лох	NOUN	1918	1918-1990	1918-1990_лох_308		Но Тимофей решил остаться и провести на берегу ночь, потому что более он сюда не вернется, лишь будет вспоминать кучерявую зелень займища на том берегу, тихую вечернюю воду, удушливо-пряный запах цветущего лоха, обрывистый берег, изъеденный сотами птичьих нор.	206:210	0:260	308	rushifteval	ru
лох	NOUN	1992	1992-2016	1992-2016_лох_309		Я не успел с ходу расшифровать его гримасу, но впечатление было такое, что он только что продегустировал фальсифицированное вино, которым его буфетчики потчевали командированных лохов из глубинки.	178:183	0:196	309	rushifteval	ru
лох	NOUN	1918	1918-1990	1918-1990_лох_310		Второе возражение сводится к тому, что жизнеспособность малочисленных и к тому же изолированных популяций крупных животных, подобных лох-несскому, обычно очень невелика.	133:136	0:169	310	rushifteval	ru
лох	NOUN	1992	1992-2016	1992-2016_лох_311		Когда в список самоубийц попал приезжий лох, которого Паулс заклеила в ресторане, привезла к себе домой и сразу же дала от ворот поворот, Марго получила санкцию на постоянное прослушивание телефона и скрытую камеру.	40:43	0:215	311	rushifteval	ru
лох	NOUN	1918	1918-1990	1918-1990_лох_312		Так, в Большебарсукском лесхозе и в полосе отчуждения Оренбургской железной дороги в песках Большие Барсуки были усовершенствованы и испытаны устилочный способ посадки тополя и ивы в борозды; гнездовой способ посева черной ольхи, березы и сосны в траншеи-площадки; посадка длинных черенков -- хлыстов тополя, ивы и лоха в глубокие скважины, пробуренные до уровня грунтовых вод, и т. д. Комплексный метод сельскохозяйственного освоения песчаных полупустынь Западного Казахстана, разработанный нашим коллективом (А. И.	315:319	0:516	312	rushifteval	ru
лох	NOUN	1992	1992-2016	1992-2016_лох_313		"Затыцков, заметив это, разгневался: -- Что ты меня рассматриваешь, как клоуна в цирке -- Амнезия, -- негромко сказал Сергей, оправдывая зятя и надеясь, что врачебный термин подействует на простонародного губернатора, который очень уважал все научное и сам был доктором экономических наук, хотя диссертацию, естественно, не писал и даже не скрывал этого, говоря остепененным экономистам: ""Я, в отличие от вас, лохов, экономику на ощупь знаю, а вы мне формулы тычете!""."	409:415	0:467	313	rushifteval	ru
лох	NOUN	1918	1918-1990	1918-1990_лох_314		"Ведущий: -- Первое место заняла маска ""лоха"" -- 3-й ряд 8-е место."	41:45	0:66	314	rushifteval	ru
лох	NOUN	1992	1992-2016	1992-2016_лох_315		Будь здоров, ищи других лохов.	24:29	0:30	315	rushifteval	ru
лох	NOUN	1918	1918-1990	1918-1990_лох_316		Они пересекли прямиком неглубокий сай, заросший тамариском и лохом, и выехали на царскую дорогу, ведущую к главным -- изумрудным -- воротам города.	61:66	0:147	316	rushifteval	ru
лох	NOUN	1992	1992-2016	1992-2016_лох_317		Такие лохи еще сохранились, что всегда можно сбить цену: что лифта у них нет, что вход со двора, этаж последний.	6:10	0:112	317	rushifteval	ru
