lemma	pos	date	grouping	identifier	description	context	indexes_target_token	indexes_target_sentence
тачка	NOUN	1918	1918-1990	1918-1990_тачка_5172-15		Они ловко вильнули тачками каждый направо и лихо разъехались, как автомобили на узкой дороге.	19:26	0:93
тачка	NOUN	1918	1918-1990	1918-1990_тачка_5224-15		И даже вонь от тачки вроде стала поменьше.	15:20	0:42
тачка	NOUN	1918	1918-1990	1918-1990_тачка_5226-15		Но затем подсчитали, что выгоднее добывать этот пласт подземными работами, углубляя шахты на некотором расстоянии одну от другой и проводя из них основные штреки (галереи) вдоль россыпи от шахты к шахте и из них поперечные в обе стороны до бортов для добычи песков, которые на тачках подкатывали к шахтам и поднимали в бадьях на поверхность для промывки на машинах.	277:283	0:365
тачка	NOUN	1918	1918-1990	1918-1990_тачка_5228-15		А с дороги приходят все новые и новые толпы людей с тачками.	52:59	0:60
тачка	NOUN	1918	1918-1990	1918-1990_тачка_5198-15		Он сложил четверых пиратов на тачку, а Дурошлепа выдернул из земли и взял под мышку.	30:35	0:84
тачка	NOUN	1918	1918-1990	1918-1990_тачка_5176-15		Федя тут же сбегал за тачкой и напихал в нее мокрого сена.	22:28	0:58
тачка	NOUN	1918	1918-1990	1918-1990_тачка_5178-15		Амосов тоже год катал тачку и хорошо запомнил роль блатарей в избиении пятьдесят восьмой статьи, когда блатари палками выбивали план из троцкистов и фашистов.	22:27	0:158
тачка	NOUN	1918	1918-1990	1918-1990_тачка_5180-15		Играючи и пробуя силу, он бегал с визжащей тачкой по всем направлениям настила, оставляя за собой следы колеса и ног.	43:49	0:117
тачка	NOUN	1918	1918-1990	1918-1990_тачка_5222-15		Очередные порции плавильных материалов подвозятся в железных тачках к особым камерам.	61:67	0:85
тачка	NOUN	1918	1918-1990	1918-1990_тачка_5182-15		В тридцать восьмом и седьмом мы работали в забоях с откаткой до 200 метров и сил поднимать тачку на эстакаду не было.	91:96	0:117
тачка	NOUN	1918	1918-1990	1918-1990_тачка_5186-15		На больших тачках подвозили мы ящики с французскими винами.	11:17	0:59
тачка	NOUN	1918	1918-1990	1918-1990_тачка_5200-15		Борис Порфирьич пришел один, без жены и сына, но с тачкой.	51:57	0:58
тачка	NOUN	1918	1918-1990	1918-1990_тачка_5230-15		Теперь тачка служила ему для перевозки гробов.	7:12	0:46
тачка	NOUN	1918	1918-1990	1918-1990_тачка_5190-15		Добровольцы из публики быстро нагрузили тачку доверху.	40:45	0:54
тачка	NOUN	1918	1918-1990	1918-1990_тачка_5192-15		Зато по всем дорогам двигались караваны бричек, тачек, телег возвращающихся на родину.	48:53	0:86
тачка	NOUN	1918	1918-1990	1918-1990_тачка_5194-15		Вывез в грудок под лиственницей (Маша: "Самые грибные места завалил") 10 тачек мокрой дернины.	73:78	0:94
тачка	NOUN	1918	1918-1990	1918-1990_тачка_5196-15		Так, опрокинув Пальму, расхаживал он с ней по всему дому, изображая, по-видимому, тачку.	82:87	0:88
тачка	NOUN	1918	1918-1990	1918-1990_тачка_5184-15		Дерфель кайлил, а я насыпал в тачку.	30:35	0:36
тачка	NOUN	1918	1918-1990	1918-1990_тачка_5220-15		Через три дня прибыло письмо из военного госпиталя в городе Петрозаводске: Иона Чеперуха писал, что в полевых условиях обморозил себе левую ногу, но майор Криштал -- такой доктор, такой специалист, каких на свете мало, и теперь уже главная опасность миновала, ногу не надо отрезать, наоборот, она останется целая, как была, и он сможет бегать со своей тачкой еще шибче, чем раньше.	352:358	0:381
тачка	NOUN	1918	1918-1990	1918-1990_тачка_5216-15		Мать и дочь по очереди толкали тачку со скарбом, внучки всю дорогу шли пешком.	31:36	0:78
тачка	NOUN	1918	1918-1990	1918-1990_тачка_5218-15		Только и слышалось: "Валерка, туда, Валерка, сюда!" Получалось, что работал я -- куда пошлют: убирал мусор, подавал кирпич, возил в тачке песок, таскал стекло.	132:137	0:159
тачка	NOUN	1918	1918-1990	1918-1990_тачка_5174-15		И в дальнейшем служитель привозил нам эти книги -- так они были громоздки -- на тачке, а жили мы в отеле на горе, над Висбаденом, на Нероберге.	80:85	0:143
тачка	NOUN	1918	1918-1990	1918-1990_тачка_5204-15		Он постоял, молча глядя, как Тригер с неумолимо упрямым лицом грузит тачку Сметаны, подумал.	69:74	0:92
тачка	NOUN	1918	1918-1990	1918-1990_тачка_5206-15		Вера почувствовала, как дрогнула их "тачка", и они поплыли от "Сириуса".	37:42	0:72
тачка	NOUN	1918	1918-1990	1918-1990_тачка_5208-15		Я хочу предложить тебе хабар: ты сядешь на тачку, и мы вдвоем съедем по Потемкинской лестнице.	43:48	0:94
тачка	NOUN	1918	1918-1990	1918-1990_тачка_5210-15		Многие работали в ножных кандалах, а некоторые были цепями прикованы к тачкам.	71:77	0:78
тачка	NOUN	1918	1918-1990	1918-1990_тачка_5212-15		Прибывшим дали трехдневный отдых, знакомили с "производством" -- забой, лопата, кайло, откаточный трап и тачка.	105:110	0:111
тачка	NOUN	1918	1918-1990	1918-1990_тачка_5214-15		Нобис и В. Корст сочли полезным закреплять колесо не жестко на оси, как делалось испокон века, а подвешивать ось к раме на кривошипно-шатунном механизме, смягчающем движение тяжелой тачки (пат.	182:187	0:193
тачка	NOUN	1918	1918-1990	1918-1990_тачка_5188-15		Стассе оборудовал саморазгружающуюся тачку еще и маломощным бензомотором.	37:42	0:73
тачка	NOUN	1918	1918-1990	1918-1990_тачка_5202-15		Однажды Петр застал сына в сарае, мальчик пытался пристроить к старому корыту колесо тачки.	85:90	0:91
тачка	NOUN	1992	1992-2016	1992-2016_тачка_5213-15		Трепался с водителем о цене на бензин, об окружающих тачках, о козлах, которые подрезают, типа самые крутые, об обезьянах, которые гоняют без тормозов.	53:59	0:151
тачка	NOUN	1992	1992-2016	1992-2016_тачка_5197-15		-- Классная тачка.	12:17	0:18
тачка	NOUN	1992	1992-2016	1992-2016_тачка_5231-15		К тому же девочки каждый раз устраивали коллективное нытье -- отказывались бегать по кругу, с ускорением, с захлестом назад, делать "тачки".	133:138	0:140
тачка	NOUN	1992	1992-2016	1992-2016_тачка_5195-15		Водителю стало не до того, чтобы вдумываться, что это там за красная спортивная тачка все время маячит сзади.	80:85	0:109
тачка	NOUN	1992	1992-2016	1992-2016_тачка_5221-15		Один ответил, что возит тяжелые тачки, другой -- что зарабатывает себе на хлеб, третий сказал, что строит самый красивый в мире собор.	32:37	0:134
тачка	NOUN	1992	1992-2016	1992-2016_тачка_5193-15		Ну а утром твою тачку с ним мы приняли на улице, довели сюда.	16:21	0:61
тачка	NOUN	1992	1992-2016	1992-2016_тачка_5203-15		Таня и Освальд не решались сойти с тропы, чтобы не наступить на змею, не потревожить эльфа с крошечной тачкой, не поднять из логова сказочного волка.	103:109	0:149
тачка	NOUN	1992	1992-2016	1992-2016_тачка_5191-15		У входа навалены уголь, тачка, лопаты.	24:29	0:38
тачка	NOUN	1992	1992-2016	1992-2016_тачка_5217-15		Я думал тачку отогнать к дому, на стоянку.	8:13	0:42
тачка	NOUN	1992	1992-2016	1992-2016_тачка_5205-15		"Уазик" я буду загружать, а та тачка вам с ним понадобится для моего прикрытия.	31:36	0:79
тачка	NOUN	1992	1992-2016	1992-2016_тачка_5229-15		Я денег у него занял на тачку, а отдать не смог.	24:29	0:48
