lemma	pos	date	grouping	identifier	description	context	indexes_target_token	indexes_target_sentence
установление	NOUN	1700	1700-1916	1700-1916_установление_5596-14		В изъявление Нашего благоволения за столь полезную и плодотворную деятельность Всемилостивейше жалуем Ваше Императорское Высочество кавалером Императорского ордена Нашего Святого Равноапостольного Князя Владимира первой степени с мечами, знаки коего, при сем препровождая, повелеваем вам возложить на себя и носить по установлению.	318:330	0:331
установление	NOUN	1700	1700-1916	1700-1916_установление_5616-14		Маной и Ацлельпони ехали на ослах; еще четыре осла тащили подарки, рабы тоже; седьмой осел принадлежал левиту и был навьючен грузнее всех остальных, так как Махбонай считал этот момент чрезвычайно подходящим для установления прочных торговых связей между Кафтором и Даном.	212:224	0:272
установление	NOUN	1700	1700-1916	1700-1916_установление_5600-14		Эти частные общества были совершенно свободны в установлении тех или других тарифов и были стеснены только тем, что в уставах указывались высшие тарифные нормы, выше которых общества не могут взимать провозной платы, а ниже этих норм каждая железная дорога имела право взимать такие тарифы, какие она признает для себя выгодными.	48:60	0:329
установление	NOUN	1700	1700-1916	1700-1916_установление_5602-14		В этой массе предписаний можно отметить декрет об освобождении из тюрем всех политических преступников и нарушителей законов о печати, потом уничтожение присяги на всякие формы правительства, как обманчивого установления, несостоятельность которого доказана во Франции опытом, и, наконец, распоряжение молиться в церквах за республику (Боже, спаси республику), ловко и осторожно измененное парижским архиепископом в "Боже, спаси Францию".	208:220	0:438
установление	NOUN	1700	1700-1916	1700-1916_установление_5632-14		Для нас важно установление той общей истины, что положительное в каждом законченном нравственном миросозерцании всегда находится в тесной и органической связи с тем, что есть положительного в миросозерцании общем.	14:26	0:213
установление	NOUN	1700	1700-1916	1700-1916_установление_5618-14		Карлу нужно было то, что мы теперь называем государственною церковью, и для установления ее он воспользовался зародившеюся на Западе догматическою разницей совершенно в тех же видах, в которых впоследствии Генрих VIII отделил англиканскую церковь от римской.	76:88	0:258
установление	NOUN	1700	1700-1916	1700-1916_установление_5644-14		На основании 61 статьи учреждений Судебных установлений, Постановили: иметь двух Судебных Приставов Мирового съезда, на жалованье им вместе со столовыми и квартирными деньгами отпускать каждому ежегодно по 600 руб. с тем условием, чтобы если съезд Мировых Судей найдёт возможным иметь одного Судебного Пристава, то 600 руб., назначенные на содержание другого, причислить к суммам дополнительного Земского сбора.	43:55	0:411
установление	NOUN	1700	1700-1916	1700-1916_установление_5642-14		Между тем у французского министра Шоазеля с английскими дипломатами возникли переговоры, на которых заявлена была мысль решить вопрос о мире посредством созвания вместо одного конгресса, как хотели прежде англичане, двух конгрессов: один бы занялся спорными вопросами, породившими войну между Англиею и Франциею, и всецело относился бы к американским владениям, второй -- посвящен был установлению мира между прусским королем, с одной стороны, и между Австриею, Россиею и Саксониею -- с другой; тем временем предположили заключить всеобщее перемирие.	385:397	0:550
установление	NOUN	1700	1700-1916	1700-1916_установление_5604-14		Сколько же времени в каком роде покаяния быть кому надлежало, о том, смотря по вине, преступлению и соблазну, известное всякому покаянию время установлениями церковными назначено, как явствует в правилах святых Отец.	143:157	0:216
установление	NOUN	1700	1700-1916	1700-1916_установление_5640-14		Частные лица, общества и установления, интересы коих нарушены постановлением местного по земским и городским или по городским делам Присутствия, имеют право обжаловать оное в трехмесячный срок.	25:37	0:193
установление	NOUN	1700	1700-1916	1700-1916_установление_5594-14		На его обязанность возлагается воспитание моей дочери; преимущественно она должна изучить русские законы и установления.	107:119	0:120
установление	NOUN	1700	1700-1916	1700-1916_установление_5606-14		В учебных заведениях В консерватории учащиеся нашли нужным войти с ходатайством перед советом об образовании при консерватории хорошо поставленных классов грима, фехтования, мимики, а также установлении обязательного двухгодичного курса декламации и преобразования класса пластики. неизвестный.	190:202	0:294
установление	NOUN	1700	1700-1916	1700-1916_установление_5636-14		Для установления его он предлагает принять момент окончания сращения длинных костей своими конечными сегментами (эпифизами).	4:16	0:124
