lemma	pos	date	grouping	identifier	description	context	indexes_target_token	indexes_target_sentence
риторика	NOUN	1918	1918-1990	1918-1990_риторика_4424-15		И сам опьяненный этой восточной риторикой, Ухтомский патетически восклицает: "Да, Россия -- предопределенный главарь и покровитель Азии!"	32:41	0:137
риторика	NOUN	1918	1918-1990	1918-1990_риторика_4444-15		Потом характер мышления стали выводить из риторики.	42:50	0:51
риторика	NOUN	1918	1918-1990	1918-1990_риторика_4442-15		Подобный способ выражения представляет собой, однако, не более чем игру в риторику и афористичность.	74:82	0:100
риторика	NOUN	1918	1918-1990	1918-1990_риторика_4438-15		На наших глазах разоблачается дешевка "либерализма", "новизны", "риторики", сочетаемых неизменно с оппортунизмом.	65:73	0:113
риторика	NOUN	1918	1918-1990	1918-1990_риторика_4436-15		Когда Маяковский говорит о себе, что он распял себя на каждой капле человеческих слез; что он везде, где боль; что он весь -- боль и ушиб, то это не покажется риторикой, если вспомнить, что, например, во время войны, в своей поэме "Война и мир" он изобразил мировую войну именно как мировое страдание, ощутил ее не в ее нарядной картинности, а в ее крови и боли.	159:168	0:362
риторика	NOUN	1918	1918-1990	1918-1990_риторика_4434-15		После изучения языка (грамматики) он считал целесообразным перейти к физике и математике, а занятия риторикой и диалектикой перенести в старшие классы, т. е. развитием речи и мышления учащихся следует заниматься по приобретении ими реальных знаний.	100:109	0:248
риторика	NOUN	1918	1918-1990	1918-1990_риторика_4412-15		А Успенский все-таки оптимист, жизнь строится на риторике и на лжи очень легко, никто не делает "огромных" насилий над совестью и разумом.	49:57	0:138
риторика	NOUN	1918	1918-1990	1918-1990_риторика_4410-15		Законы риторики еще не раз подводили его.	7:15	0:41
риторика	NOUN	1918	1918-1990	1918-1990_риторика_4446-15		Кр. спрашивал, не бред ли, не сонная ли чепуха, вообразить такого человека на троне, однако, так спрашивая, он не ожидал практического ответа: это была риторика молодого разочарования.	152:160	0:184
риторика	NOUN	1918	1918-1990	1918-1990_риторика_4450-15		То, что в других случаях могло показаться демагогией и риторикой, было искренним выражением общего чувства.	55:64	0:107
риторика	NOUN	1918	1918-1990	1918-1990_риторика_4396-15		А. Ф. возразил: ну, это всё риторика.	28:36	0:37
риторика	NOUN	1918	1918-1990	1918-1990_риторика_4398-15		Никакой риторики.	8:16	0:17
риторика	NOUN	1918	1918-1990	1918-1990_риторика_4400-15		Достаточно вчитаться в сочинения Сковороды, чтобы убедиться, что все это не риторика, не подражание какому-либо мистику, а подлинные переживания.	76:84	0:145
риторика	NOUN	1918	1918-1990	1918-1990_риторика_4402-15		Таким образом, "Летописная книга" представляет собой такое же типично книжное в своей основе произведение, как и рассмотренные выше памятники, посвященные "Смутному времени", В меньшей мере, чем в последних, но всё же достаточно в ней присутствует и обычная риторика, выражающаяся в сложных словесных образованиях, вроде "владетельно держати", "благоутишно", "благоюродив", "скифетродержавство", "кровоначальники" и т. п., и в патетических восклицаниях, в которых автор, между прочим, подражает стилю посланий Курбского к Грозному, как например: "О преславный царю Борисе! паче же неблагодарный!	258:266	0:595
риторика	NOUN	1918	1918-1990	1918-1990_риторика_4404-15		Это особенно видно в речи Павла на суде, которая построена по всем правилам классической риторики и включает в себя разнообразные ораторские приемы: регулярные периоды, градации, повторы, восклицания, обращения к слушателям и т. д. Андрей, напротив, воплощает в себе тип революционного мечтателя-визионера, чей подход к революционному движению носит в основном эмоциональный характер.	89:97	0:384
риторика	NOUN	1918	1918-1990	1918-1990_риторика_4406-15		В его изложении "Океан" мне понравился, но, когда пьеса появилась в печати, оказалось, что это сплошная риторика и притом чрезвычайно шаблонная.	104:112	0:144
риторика	NOUN	1918	1918-1990	1918-1990_риторика_4408-15		Ломоносовым было написано несколько замечательных для своего времени учебников: грамматики, риторики, физики.	92:100	0:109
риторика	NOUN	1918	1918-1990	1918-1990_риторика_4394-15		17 июля он обратился по двум адресам с тремя циркулярами, очень пространными -- в виде газетных статей, богатых пустопорожней риторикой, но бедных деловым содержанием.	126:135	0:167
риторика	NOUN	1918	1918-1990	1918-1990_риторика_4448-15		Подмена подлинного чувства риторикой, дежурными ситуациями (в данном случае тема войны выступает как тема дежурная) губит самые благие авторские намерения.	27:36	0:155
риторика	NOUN	1918	1918-1990	1918-1990_риторика_4440-15		Рассуждения Гамлета о жизни и смерти отнесли к педагогическим достижениям стратфордской школы, где Шекспир учил риторику: шесть часов в неделю -- греческую и восемь -- римскую.	112:120	0:176
риторика	NOUN	1918	1918-1990	1918-1990_риторика_4432-15		"Панург с веслом в руках стоял возле кухни, не для того, чтобы помогать пастухам, но чтобы мешать им как-нибудь взобраться на корабль и уйти от гибели, и красноречиво проповедовал им... по всем правилам риторики все несчастья этого мира и все блага жизни другой, утверждая, что отошедшие туда счастливее живущих в сей долине бед..." (кн. IV, гл. VIII).	203:211	0:352
риторика	NOUN	1918	1918-1990	1918-1990_риторика_4418-15		Но чтобы получить понятие об объеме его знания, следует помнить, что тот же человек в своих сочинениях "о физике" (не менее 5 книг) и "о мироздании" трактовал о возникновении мира; в сочинениях "о слове" и "к Гермагору" -- о риторике; "о критерии" -- по теории познания; "о страстях", "о гневе", "о добродетелях", "этика", "увещания" и "о долге" -- об этике; в сочинениях "объяснение платонова Тимея", "о небесных явлениях", "о величине солнца" -- о космологии; в сочинении "к Зенону" -- о математике; в сочинении "об Океане и его берегах" -- о географии; в сочинении "продолжение Полибия" -- об истории; и в "тактике" -- о военном деле.	225:233	0:637
риторика	NOUN	1918	1918-1990	1918-1990_риторика_4416-15		"Не ищите риторики и философии, ни красноречья, -- поучает он, ссылаясь на Григория Нисского, -- но здравым истинным глаголом последующе, поживете, понеже ритор и философ не может быть христианин".	10:18	0:197
риторика	NOUN	1918	1918-1990	1918-1990_риторика_4426-15		Если же пренебречь соображениями риторики и, лишив ответ загадочности, сформулировать его полностью, станет ясно, что он непротиворечив и может быть даже небесполезен.	33:41	0:167
риторика	NOUN	1918	1918-1990	1918-1990_риторика_4422-15		Пришлось бы прибегнуть к иронической риторике и диалогическим каламбурам.	37:45	0:73
риторика	NOUN	1918	1918-1990	1918-1990_риторика_4414-15		Таким образом, поставленную себе задачу В. М. Жирмунский выполнил образцово, пустив в научный оборот свежий и новый материал, привлекая исследования иностранных ученых и придав большую четкость существовавшей в риторике морфологической классификации словесных повторений в лирических стихотворениях на фоне общего анализа их синтаксической структуры.	211:219	0:350
риторика	NOUN	1918	1918-1990	1918-1990_риторика_4430-15		Там оно тонуло в изысканной гуманистической риторике.	44:52	0:53
риторика	NOUN	1918	1918-1990	1918-1990_риторика_4428-15		Вслед за рассказом о смерти Дмитрия Ивановича идёт рассказ о плаче его жены Евдокии, в котором элементы книжной риторики совмещаются с характерными стилистическими особенностями устных народных причитаний.	112:120	0:205
риторика	NOUN	1918	1918-1990	1918-1990_риторика_4420-15		Точное значение подлинника: "Замените логику общением с людьми и учитесь риторике на обыкновенных разговорах".	73:81	0:110
риторика	NOUN	1992	1992-2016	1992-2016_риторика_4427-15		На первый взгляд это покажется странным, но хороший дизайнер должен еще и хорошо говорить, иначе как он сможет убедить заказчика, что именно его проект самый лучший Так что изучение риторики или тренинг публичного выступления очень кстати.	182:190	0:239
риторика	NOUN	1992	1992-2016	1992-2016_риторика_4403-15		Такому рациональному протекционизму проще всего учиться у Китая, несмотря на то, что теперь сама эта страна от сугубо протекционистской доктрины, послужившей основой подъема хозяйства страны в годы реформ, переходит к более либеральной внешнеэкономической политике, озвучивая либеральной риторикой и активную товарную экспансию, и переговоры с Россией в рамках ВТО о ее вступлении.	288:297	0:381
