lemma	pos	date	grouping	identifier	description	context	indexes_target_token	indexes_target_sentence	identifier_system	project	lang
закладка	NOUN	1700	1700-1916	1700-1916_закладка_180		От московского гарнизона на торжестве закладки был один батальон Киевского полка, шефом которого при жизни был покойный Великий Князь.	38:46	0:134	180	rushifteval	ru
закладка	NOUN	1918	1918-1990	1918-1990_закладка_181		В своей работе по развитию головоногого моллюска (Sepiola Rondelettii, 1867) Мечников различал три периода: дробление яйца и образование первых двух зародышевых листков -- эпителиального (эктодерма) и паренхиматозного (энтодерма); первоначальное образование (закладка) органов; дефинитивное развитие зародыша.	259:267	0:309	181	rushifteval	ru
закладка	NOUN	1700	1700-1916	1700-1916_закладка_182		Николе адмирал, его штаб и все чины и присутствовавшие во храме с крестом и хоругвями отправились в Адмиралтейство на закладку первой морской шхуны.	118:126	0:148	182	rushifteval	ru
закладка	NOUN	1918	1918-1990	1918-1990_закладка_183		"Первая ""примерка"": а как бы поступил я Идёт закладка фундамента.)"	47:55	0:65	183	rushifteval	ru
закладка	NOUN	1700	1700-1916	1700-1916_закладка_184		И по отпении Службы Божией, для той закладки помянутой Обители, соизволила Ея Величество шествовать с великим крестоходом в собрании всего Святейшаго Синода Архиереов, и Архимандритов, и прочаго доволно священнаго чина, также в присутствии всего Генералитета; и дошед того места, при славословии Божии, помянутую Святую Обитель заложить благоволила.	36:44	0:349	184	rushifteval	ru
закладка	NOUN	1918	1918-1990	1918-1990_закладка_185		"Одна закладка сделана, для Самиздата!"" -- ""А ты и не давай."	6:14	0:59	185	rushifteval	ru
закладка	NOUN	1700	1700-1916	1700-1916_закладка_186		В Либаве состоялась закладка храма-памятника императору Александру III.	20:28	0:71	186	rushifteval	ru
закладка	NOUN	1918	1918-1990	1918-1990_закладка_187		В знойный день отворены широкие двери лабазные, как каретник перед закладкой.	67:76	0:77	187	rushifteval	ru
закладка	NOUN	1700	1700-1916	1700-1916_закладка_188		Так как о торжестве население было оповещено особыми объявлениями -- к моменту закладки собралось много публики.	79:87	0:112	188	rushifteval	ru
закладка	NOUN	1918	1918-1990	1918-1990_закладка_189		На глубине 1/2 аршина от поверхности земли, которая оказалась рыхлой, сырой, лежали закладки в виде круглой массы, с хадаками и бумажками, совершенно истлевшими.	84:92	0:161	189	rushifteval	ru
закладка	NOUN	1700	1700-1916	1700-1916_закладка_190		В воскресенье, 24-го марта, состоится торжество закладки сооружаемые городом фруктового, птичьего и яичных пассажей. неизвестный.	48:56	0:129	190	rushifteval	ru
закладка	NOUN	1918	1918-1990	1918-1990_закладка_191		Засыпка порошка в эластичные мешочки, закладка их в контейнер, герметизация и разгерметизации его при обработке каждой порции -- и все это вручную -- занимают немало времени.	38:46	0:174	191	rushifteval	ru
закладка	NOUN	1700	1700-1916	1700-1916_закладка_192		Мартыныч положил на него книгу, заложенную бисерной закладкой.	52:61	0:62	192	rushifteval	ru
закладка	NOUN	1918	1918-1990	1918-1990_закладка_193		В левой руке держал он книжицу с бархатной закладкой, другую чуть поднял к небесам, якобы сосредоточиваясь, а на деле ожидая, когда сподручная псаломщица разожжет ладан в кадиле.	43:52	0:178	193	rushifteval	ru
закладка	NOUN	1700	1700-1916	1700-1916_закладка_194		О мостовом предприятии Михайлов сделал объяснение в таком смысле, что непосредственного участи закладке мины и технических работах не принимал.	95:103	0:143	194	rushifteval	ru
закладка	NOUN	1918	1918-1990	1918-1990_закладка_195		Но по тайному учению масонскому, ему известному, если при закладке нового здания омрачен дух закладчика гневом, нет и не будет делу успеха.	58:66	0:139	195	rushifteval	ru
закладка	NOUN	1700	1700-1916	1700-1916_закладка_196		На закладке присутствовали московский градоначальник А.А. Адрианов, городской голова, многие гласные и др.	3:11	0:106	196	rushifteval	ru
закладка	NOUN	1918	1918-1990	1918-1990_закладка_197		На оборотной стороне перечислялись ответственные и должностные лица, присутствовавшие на церемонии закладки.	99:107	0:108	197	rushifteval	ru
закладка	NOUN	1700	1700-1916	1700-1916_закладка_198		"Предварительная закладка развеселила всех, увеличила аппетиты; уже старший Сомов грохотал, тряся животом стол; уже Семочка Окоемов потребовал восьмую тарелку ухи, а Дыркин пустился рассказывать вслух такую историю, что помещица Демонова уронила в суп с носа пенсне, повторяя: ""Ой, умру!"" Барышни Петуховы мало занимались едой, они делали глазами следующее: глядели ими на кончик носа, закатывали кверху, затем вскидывали их на Растегина."	17:25	0:437	198	rushifteval	ru
закладка	NOUN	1918	1918-1990	1918-1990_закладка_199		Ветер унес из его книги закладку, и теперь нужное место предстояло найти.	24:32	0:73	199	rushifteval	ru
закладка	NOUN	1700	1700-1916	1700-1916_закладка_200		"Сначала была закладка канонерской лодки ""Гиляк"", для плавания по китайским рекам."	14:22	0:81	200	rushifteval	ru
закладка	NOUN	1918	1918-1990	1918-1990_закладка_201		-- Что ты читаешь -- спросил он, заметив лежавшую на столе книжку с розовой закладкой.	76:85	0:86	201	rushifteval	ru
закладка	NOUN	1700	1700-1916	1700-1916_закладка_202		Выползово, Курск. губ., после закладки храма прихожанами был устроен пир.	30:38	0:73	202	rushifteval	ru
