lemma	pos	date	grouping	identifier	description	context	indexes_target_token	indexes_target_sentence	identifier_system	project	lang
бригада	NOUN	1700	1700-1916	1700-1916_бригада_1098		Казачьего полка, уходящую вперед к своей бригаде.	41:48	0:49	1098	rushifteval	ru
бригада	NOUN	1992	1992-2016	1992-2016_бригада_1099		Тур на сильнейшем ветру говорил прощальную речь, благодарил наших шефов из иракского министерства информации, бригаду арабов, советских специалистов -- всех, кто помогал.	110:117	0:170	1099	rushifteval	ru
бригада	NOUN	1700	1700-1916	1700-1916_бригада_1100		Командуя всей дивизией, отдал я честь и встретил фельдмаршала, по обыкновению, на правом фланге, где расположена была моя бригада.	122:129	0:130	1100	rushifteval	ru
бригада	NOUN	1992	1992-2016	1992-2016_бригада_1101		Половником, достойным кухни артиллерийской бригады, печенка с куриным жиром наплюхивается в миски гостей.	43:50	0:105	1101	rushifteval	ru
бригада	NOUN	1700	1700-1916	1700-1916_бригада_1102		Волосы его были черны и жестки, лоб мал, глаза без выражения, зубы белы и ус длиннее всех усов бригады, в которой служил Петр Авдеевич; ус этот начинался под носом, не останавливаясь проходил мимо углов рта и терялся под самым подбородком.	95:102	0:239	1102	rushifteval	ru
бригада	NOUN	1992	1992-2016	1992-2016_бригада_1103		Производственные работы выполнялись силами бригад, сформированных из числа штатных работников Сергиевского и Тольяттинского ЛПУМГ, прошедших предварительный инструктаж по технике безопасности и промышленной санитарии.	43:49	0:217	1103	rushifteval	ru
бригада	NOUN	1700	1700-1916	1700-1916_бригада_1104		Переговорив с обоими командующими армиями, я 22-го октября отдал войскам директиву: оборона Крыма возлагалась на генерала Кутепова, в руках которого объединились войска; от Азовского моря до Чувашского полуострова включительно, располагалась 3-ья донская дивизия, до смены ее на этом участке 34-ой пехотной дивизией, которая в свою очередь подлежала смене на правом участке Перекопского вала 1-ой бригадой 2-ой кубанской дивизии 24-го октября; 1-ая и 2-ая донская дивизии должны были сосредоточиться в резерве в районе к северу от Богемки; на этот же участок должна была оттянуться после смены 3-я донская дивизия; средний участок Сиваша оборонялся Донским офицерским полком, Атаманским юнкерским училищем и стрелковыми спешенными эскадронами конного корпуса; конному корпусу с Кубанской дивизией приказано было сосредоточиться в резерве в район к югу от Чирика; Корниловская дивизия к 26-ому октября должна была сменить на левом участке перекопского вала 13-ую пехотную дивизию; последняя временно, до подхода Марковской дивизии, оставалась в резерве 1-го армейского корпуса в районе Воинки; Дроздовская дивизия должна была сосредоточиться к 26-ому октября в Армянском Базаре; Марковская дивизия, отходившая по Арбатской стрелке к Акманаю, подлежала перевозке по железной дороге в район Юшуни.	397:405	0:1294	1104	rushifteval	ru
бригада	NOUN	1992	1992-2016	1992-2016_бригада_1105		"Из суматошного ночного звонка соседа он сумел понять две вещи: во-первых, Астахов захвачен на квартире неизвестной бригадой, скорей всего из-под ""Балчуга"", которая пытается вытряхнуть из него какие-то добытые документы."	115:123	0:219	1105	rushifteval	ru
бригада	NOUN	1700	1700-1916	1700-1916_бригада_1106		Неблагоприятно слагающуюся обстановку полагаю возможным изменить лишь крупным решением -- выделить из состава Кавармии в ваше распоряжение три с половиной кубанских дивизий, не считая бригады, посылаемой в Екатеринодар, оставить в Царицынском районе части 1-го корпуса и инородческую конницу, сведя их в отдельный корпус с его подчинением непосредственно Главкому.	184:191	0:364	1106	rushifteval	ru
бригада	NOUN	1992	1992-2016	1992-2016_бригада_1107		Считалось, что присутствие на автодроме во время Гран При специальной медицинской бригады вообще не обязательно, -- вспоминает Сид.	82:89	0:131	1107	rushifteval	ru
бригада	NOUN	1700	1700-1916	1700-1916_бригада_1108		Когда ученья дивизии или бригады назначались рано утром, полк с ночи шел на военное поле и располагался там биваком.	25:32	0:116	1108	rushifteval	ru
бригада	NOUN	1992	1992-2016	1992-2016_бригада_1109		В бригаде было еще два охотника и проводник из местного населения.	2:9	0:66	1109	rushifteval	ru
бригада	NOUN	1700	1700-1916	1700-1916_бригада_1110		Маршрут нашей бригаде получен.	14:21	0:30	1110	rushifteval	ru
