lemma	pos	date	grouping	identifier	description	context	indexes_target_token	indexes_target_sentence
итальянец	NOUN	1918	1918-1990	1918-1990_итальянец_1968-15		Греки и итальянцы быстро сошлись с русскими.	8:17	0:44
итальянец	NOUN	1918	1918-1990	1918-1990_итальянец_1988-15		Во время войны были разрушены бомбардировкой итальянцев и церковь, и дом, и вилла "Innominata".	45:55	0:95
итальянец	NOUN	1918	1918-1990	1918-1990_итальянец_1990-15		Жители Лиона, баски, итальянцы кажутся вам в этих орлиных носах, больших прямых глазах, в характерных морщинах, в сжатых губах и черных длинных прядях волос.	21:30	0:157
итальянец	NOUN	1918	1918-1990	1918-1990_итальянец_1954-15		Бесчисленны и враги -- немцы, итальянцы, французы, англичане, японцы, шведы, турки, ляхи -- все зарились на русские сокровища и ничего не добились.	30:39	0:147
итальянец	NOUN	1918	1918-1990	1918-1990_итальянец_1992-15		И он сказал добрым, резонным голосом, как будто от усталости; -- Да нет, помилуйте, итальянцев я ж могу ругать Даже ненавидеть!	84:94	0:127
итальянец	NOUN	1918	1918-1990	1918-1990_итальянец_1946-15		Глазки Яковлева забегали по всем сторонам с тем бессмысленным и спокойным выражением, которое он уловил у обезьяны странствующего итальянца, как-то заглянувшего в Лицей.	130:139	0:169
итальянец	NOUN	1918	1918-1990	1918-1990_итальянец_1936-15		Заключительная часть единогласно принятого конференцией манифеста гласила: "Мы, представители отдельных социалистических партий и синдикатов, или меньшинств в этих организациях, мы -- Немцы, Французы, Итальянцы, Русские, Поляки, Латыши, Румыны, Болгары, Шведы, Норвежцы, Голландцы, Швейцарцы -- мы, стоящие не на почве национальной солидарности с классом эксплуататоров, а на почве интернациональной солидарности пролетариата и классовой борьбы -- собрались, чтобы вновь связать разорванные нити международной солидарности и призвать рабочий класс к возрождению своего самосознания и к борьбе за мир.	201:210	0:600
итальянец	NOUN	1918	1918-1990	1918-1990_итальянец_1944-15		Привезли лекаря итальянца Поликоло.	16:25	0:35
итальянец	NOUN	1918	1918-1990	1918-1990_итальянец_1938-15		Разговаривать с итальянцами и ничего не сказать о Феллини -- это же просто глупо.	16:27	0:81
итальянец	NOUN	1918	1918-1990	1918-1990_итальянец_1934-15		А при том, сказал Микоян, что итальянцы над ним смеялись.	30:39	0:57
итальянец	NOUN	1918	1918-1990	1918-1990_итальянец_1966-15		Порасспросив сестру Фальтера, итальянец выяснил, что предков своих Фальтеры не знают, их отец, правда, был не прочь напиться пьяным, не, так как по теории "болезнь отражает лишь давно прошедшее", как, скажем, народный эпос сублимирует лишь давние дела, подробности о Фальтере-pere были ему не нужны.	30:39	0:299
итальянец	NOUN	1918	1918-1990	1918-1990_итальянец_1940-15		Он был пожилой итальянец, говоривший со мной на том языке, который он искренно считал французским, но который в действительности представлял собой результат его личного творческого усилия и был одинаково далек и от итальянского, и от французского, напоминая, однако, и тот и другой одновременно.	15:24	0:295
итальянец	NOUN	1918	1918-1990	1918-1990_итальянец_1950-15		Все итальянцы сошли, немцы в зеленых шляпах, перья.	4:13	0:51
итальянец	NOUN	1918	1918-1990	1918-1990_итальянец_1942-15		Должно быть, весна загоняет в ее домик поэтов, на днях Маша приехала с молодым итальянцем, который, по ее словам, пишет почти как Д'Аннунцио.	79:89	0:141
итальянец	NOUN	1918	1918-1990	1918-1990_итальянец_1948-15		Как вы знаете, было решено ударить не по немцам, а во фланги из армий, где были румыны и итальянцы.	89:98	0:99
итальянец	NOUN	1918	1918-1990	1918-1990_итальянец_1952-15		Риги был первым итальянцем, обратившим внимание на опыты Герца и оценившим их важность; Риги построил усовершенствованный разрядник (разряд происходил в вазелиновом масле).	16:26	0:172
итальянец	NOUN	1918	1918-1990	1918-1990_итальянец_1986-15		По мнению исследователя, в этом стихотворении, которое представляет собой "пример и образец исторического реализма", Пушкин "раскрывает сложный мир человека эпохи Данте... структуру сознания итальянца на закате средних веков" (280), в котором сталкиваются две культурные традиции: христианская (католическая) и языческая (античная).	191:200	0:332
итальянец	NOUN	1918	1918-1990	1918-1990_итальянец_1964-15		Поляки стоят в Новониколаевске, итальянцы столпились в Красноярске, американцы любуются Байкалом, чехи расположились в поездах от берегов Оби до Ангары.	32:41	0:152
