lemma	pos	date	grouping	identifier	description	context	indexes_target_token	indexes_target_sentence
ранец	NOUN	1700	1700-1916	1700-1916_ранец_4294-16		Оказалось, что ранец был набит камнями, и он вперед приучал себя к трудностям предстоявшей боевой жизни.	15:20	0:104
ранец	NOUN	1700	1700-1916	1700-1916_ранец_4328-16		Мне вспомнилось, как те же солдаты, перед систовской переправой, в ожидании боя, выбрасывали из ранцев все свои вещи, и я сказал об этом Житкову, который в это время ощипывал огромного гуся.	96:102	0:190
ранец	NOUN	1700	1700-1916	1700-1916_ранец_4282-16		Как только ружья поставлены и ранцы сняты, большая часть людей принимается собирать топливо -- почти всегда сухие стебли прошлогодней кукурузы.	30:35	0:143
ранец	NOUN	1700	1700-1916	1700-1916_ранец_4318-16		Но вот впереди показалась небольшая партия солдат, с ружьями, тяжелыми ранцами, в расстегнутых шинелях, в красных ситцевых нагрудниках, толсто подбитых ватой.	71:78	0:158
ранец	NOUN	1700	1700-1916	1700-1916_ранец_4306-16		Горюнов так радовался неожиданной развязке этой, что забыл все прошлое горе свое, забыл, сколько бедовал и горевал на пути своем, и, сидя рядом с проводником, рассказывал ему уже, как он, бывало, в полку, когда молодые ребята, измаявшись на тяжком переходе, начнут отставать, брал по ружью на каждое плечо, по ранцу на грудь и на спину и с присвистом пускался вперед по дороге вприсядку.	310:315	0:387
ранец	NOUN	1700	1700-1916	1700-1916_ранец_4280-16		Всем начальникам полков осмотреть ранцы и наблюдать, дабы нижние чины ничего, кроме самого необходимого в оных не имели.	34:39	0:120
ранец	NOUN	1700	1700-1916	1700-1916_ранец_4292-16		Снова движущиеся ряды; снова ранец давит онемевшие плечи, снова болят истертые и налившиеся кровью ноги.	29:34	0:104
ранец	NOUN	1700	1700-1916	1700-1916_ранец_4316-16		Денщик, кроме того, имел за спиной пехотный ранец, с манеркой, и сверху ранца жестянку с офицерским султаном.	44:49	0:109
ранец	NOUN	1700	1700-1916	1700-1916_ранец_4322-16		По прибытию в Голландию огромный конвой наш, состоявший из 70 купеческих судов, отправился прямо рекою в Роттердам, а мы, надев ранцы и оставив домашние удобности корабельной жизни, были высажены с экипажем на берег -- и выступили в поход к Роттердаму, куда, но прекрасной дороге, чрез многие селения и город Брилл, пришли в тот же день часов в 12 ночью, устав, сколько можно устать, от 18-часовой ходьбы.	128:133	0:405
ранец	NOUN	1700	1700-1916	1700-1916_ранец_4276-16		Велено было остановиться и снять ранцы.	33:38	0:39
