lemma	pos	date	grouping	identifier	description	context	indexes_target_token	indexes_target_sentence
хор	NOUN	1700	1700-1916	1700-1916_хор_5898-16		Видя, что большинство краеугольных камней сдвинулось, они уже ни о чем больше не думают, а открыто присоединяют свои голоса к хору обывательских голосов, празднующих победу.	126:130	0:173
хор	NOUN	1700	1700-1916	1700-1916_хор_5952-16		И вот, клянусь же всем, что есть свято, я хотел примкнуть к хору и крикнуть со всеми: "Осанна!"	60:64	0:95
хор	NOUN	1700	1700-1916	1700-1916_хор_5926-16		Спектакль закончился выступлением детского хора, который музыкально исполнил "С горных стран пал туман" Глинки и песню "Хануко".	43:47	0:128
хор	NOUN	1700	1700-1916	1700-1916_хор_5896-16		Всю ночь грохотала музыка, ликовали хоры, и гости носились по залам в танцах с веселыми красотками, нарочито привезенными из Петербурга.	36:40	0:136
хор	NOUN	1700	1700-1916	1700-1916_хор_5900-16		-- А помните ли, дяденька, как вы сочинили для меня и сестер, когда мы еще были маленькими, что-то вроде оперы -- шутку с хорами: "Кутерьма от Кондратьев" -- весело заговорила красавица племянница, Прасковья Николаевна.	122:128	0:219
хор	NOUN	1700	1700-1916	1700-1916_хор_5902-16		Хор, однако же, не распался.	0:3	0:28
хор	NOUN	1700	1700-1916	1700-1916_хор_5904-16		С длинных линеек и дрог слез целый хор певчих.	35:38	0:46
хор	NOUN	1700	1700-1916	1700-1916_хор_5906-16		После этого в синагоге опять раздался хор сотни голосов.	38:41	0:56
хор	NOUN	1700	1700-1916	1700-1916_хор_5950-16		Конечно, это осталось только попыткой и ограничивалось тем, что наверху залы были устроены весьма удобные хоры, поддерживаемые довольно красивыми колоннами; все стены были сделаны под мрамор; но для губернии, казалось бы, достаточно этого, однако нашлись злые языки, которые стали многое во вновь отстроенном доме осуждать, осмеивать, и первые в этом случае восстали дамы, особенно те, у которых были взрослые дочери: они в ужас пришли от ажурной лестницы, которая вела в залу.	106:110	0:477
хор	NOUN	1700	1700-1916	1700-1916_хор_5908-16		Вечером Андреев со своим хором балалаечников услаждал наш слух дивною игрою.	25:30	0:76
хор	NOUN	1700	1700-1916	1700-1916_хор_5912-16		Пройдя через большую, унылую и холодную залу, общую приемную для менее знатных посетителей, Леонардо и Макиавелли вступили в маленький внутренний покой, должно быть, некогда часовню, с цветными стеклами в стрельчатых окнах, высокими седалищами церковного хора, где в тонкой дубовой резьбе изображены были двенадцать апостолов и учителя первых веков христианства.	255:259	0:362
хор	NOUN	1700	1700-1916	1700-1916_хор_5914-16		Графиня обратила на него внимание и с удивлением повернула вверх на хоры свою голову.	68:72	0:85
хор	NOUN	1700	1700-1916	1700-1916_хор_5916-16		Надо, однако, сказать правду: обставлено обозрение плохо; бедный оркестр, отсутствие хора, отсутствие певцов-солистов, нищета в костюмах и обстановке, -- все это, подчеркнутое шаблонной, трафаретной постановкой, резко било в глаза.	85:89	0:231
хор	NOUN	1700	1700-1916	1700-1916_хор_5918-16		В продолжение обеда играли два хора военной музыки, помещавшиеся в саду.	31:35	0:72
хор	NOUN	1700	1700-1916	1700-1916_хор_5920-16		В процессии участвовало три священника, два дьякона, вся мужская гимназия и архиерейский хор в парадных кафтанах.	89:92	0:113
хор	NOUN	1700	1700-1916	1700-1916_хор_5922-16		Вон показались в форточках за сетчатыми решетками угрюмые лица секретных арестантов, а на хоры с обеих сторон тюремная толпа валит с каким-то сдержанным гулом, вечно присущим всякой толпе людского стада.	90:94	0:203
хор	NOUN	1700	1700-1916	1700-1916_хор_5954-16		Мне сказывала мамушка Власьевна, что в субботу на Фомино воскресенье ей что-то ночью не послалось; вот она перед светом слышит, что вдруг прискакали на боярский двор; подошла к окну, глядь: сидит кто-то в телеге, руки скручены назад, рот завязан; прошло так около часу, вышел из хором боярский стремянный, Омляш, сел на телегу, подле этого горемыки, да и по всем по трем.	279:284	0:371
хор	NOUN	1700	1700-1916	1700-1916_хор_5910-16		Это был плохенький хор: дурно одетые женщины, очевидно, разъезжавшие только по мелким ярмаркам, зато настоящие черномазые и глазастые, без подозрительных приемышей из русских, что нынче попадаются в любом известном хору.	19:22	0:220
хор	NOUN	1700	1700-1916	1700-1916_хор_5948-16		Юбилей праздновался торжественно; бюст поэта, увенчанный цветами, стоял на возвышении, окруженный молодыми девушками в венках, с гирляндами из живых цветов в руках; говорились речи, пелись хоры, портреты поэта продавались на каждом шагу; вечером весь университет и толпы народа, с пылающими факелами и музыкой обходили все улицы города.	189:193	0:336
хор	NOUN	1700	1700-1916	1700-1916_хор_5924-16		Пока Ефремыч приводил в исполнение приказание Володи, из ворот высыпало более ста слуг разного рода и звания, все кричали хором: -- Володимер Степаныч, маменька кличет.	122:127	0:168
