lemma	pos	date	grouping	identifier	description	context	indexes_target_token	indexes_target_sentence	identifier_system	project	lang
штаб	NOUN	1918	1918-1990	1918-1990_штаб_6310		Конный полк, штаб дивизии и конные разведчики ушли вперед, подрывная команда 2-го конного полка добралась до железной дороги и взорвала рельсы.	13:17	0:143	6310	rushifteval	ru
штаб	NOUN	1992	1992-2016	1992-2016_штаб_6311		"17 декабря 1972 г. Комитет начальников штабов направил командующим объединениями Вооруженных Сил США в зоне Тихого океана и руководству Стратегического авиационного командования (а также подчиненным им оперативным инстанциям) приказ, текст которого гласил: ""Вам предписывается начать операцию в 12.00 18 декабря 1972 г. В течение первых трех дней -- максимальные усилия стратегических бомбардировщиков B-52 и тактической авиации в ударах по целям в районе Ханоя/Хайфона (список целей прилагается)."	39:45	0:497	6311	rushifteval	ru
штаб	NOUN	1918	1918-1990	1918-1990_штаб_6312		В штабах авиачастей улучшит организацию разведывательной службы и изучение противника.	2:8	0:86	6312	rushifteval	ru
штаб	NOUN	1992	1992-2016	1992-2016_штаб_6313		"Но принимают решения там, в меристеме, в ""штабе стволовых клеток""."	42:47	0:66	6313	rushifteval	ru
штаб	NOUN	1918	1918-1990	1918-1990_штаб_6314		"Штаб Добровольческой армии предусмотрительно перебрался на прибывший в порт английский дредноут ""Император Индии""."	0:4	0:114	6314	rushifteval	ru
штаб	NOUN	1992	1992-2016	1992-2016_штаб_6315		"""Инструкция, определяющая порядок ведения занятий и полетов на аэродромах"", подписанная еще 16 июня 1913 г. начальником Воздухоплавательной части Главного управления Генерального штаба генерал-майором М. И. Шишкевичем, содержала такие пункты: ""6."	179:184	0:246	6315	rushifteval	ru
штаб	NOUN	1918	1918-1990	1918-1990_штаб_6316		"В тот же день штаб отдал приказание начать ""горячую"" войну, и не одна пара воспитательских брюк прогорела от подложенных на стулья углей."	14:18	0:137	6316	rushifteval	ru
штаб	NOUN	1992	1992-2016	1992-2016_штаб_6317		Жители переселены в муниципальную гостиницу, а в городе действует штаб ГО и ЧС.	66:70	0:79	6317	rushifteval	ru
штаб	NOUN	1918	1918-1990	1918-1990_штаб_6318		В бою командир и штаб танковой бригады оторваны от батальонов и на ход боя не влияют.	17:21	0:85	6318	rushifteval	ru
штаб	NOUN	1992	1992-2016	1992-2016_штаб_6319		А из штабов военных округов уже давно шли в МО и Генштаб тревожные телеграммы командующих о нарастающей нехватке продовольствия.	5:11	0:128	6319	rushifteval	ru
штаб	NOUN	1918	1918-1990	1918-1990_штаб_6320		"""Закон об организации нации на время войны"" утвержден французским парламентом 7 марта 1927 г. и входит основной частью в общую систему военного законодательства, охватывающую: 1) закон об общей организации армии, 2) закон о кадрах и действительной службе, 3) закон о воинской повинности, 4) закон о продвижении по службе личного состава армии, 5) закон о Главном штабе, 6) закон о службе штабов, 7) закон об общей организации нации во время войны, 8) закон о военно-судебных учреждениях, 9) закон о кадрах резерва."	363:368	0:514	6320	rushifteval	ru
штаб	NOUN	1992	1992-2016	1992-2016_штаб_6321		"Кроме того, здесь можно увидеть оперативную карту Москвы и окрестностей Генерального штаба РККА с грифом ""Секретно"", которая использовалась при подготовке обороны столицы в 1941 году."	85:90	0:183	6321	rushifteval	ru
штаб	NOUN	1918	1918-1990	1918-1990_штаб_6322		Командующий 2 УА генерал-лейтенант Романовский Член Военного Совета 2 УА генерал-майор Кузнецов Начальник штаба 2 УА генерал-майор П.	106:111	0:133	6322	rushifteval	ru
штаб	NOUN	1992	1992-2016	1992-2016_штаб_6323		Он мне рассказал, что ездил в Сибирь, был в предвыборном штабе Александра Ивановича.	57:62	0:84	6323	rushifteval	ru
штаб	NOUN	1918	1918-1990	1918-1990_штаб_6324		Только вчера из штаба дивизии прислали развернутый план оборонительных работ -- вторые рубежи, ремонт дорог, мостики.	16:21	0:117	6324	rushifteval	ru
штаб	NOUN	1992	1992-2016	1992-2016_штаб_6325		Пак, в 1996-1998гг. занимавший должность начальника штаба разведки при Объединенном комитете начальников штабов, был снят со своего поста в результате внутреннего расследования.	52:57	0:177	6325	rushifteval	ru
штаб	NOUN	1918	1918-1990	1918-1990_штаб_6326		Штаб дивизии, видимо, не хотел распространяться, поэтому начальник связи был направлен в соседний дом к командиру дивизиона узнать по артиллерийскому телефону, чем вызвано такое распоряжение.	0:4	0:191	6326	rushifteval	ru
штаб	NOUN	1992	1992-2016	1992-2016_штаб_6327		Да и вообще Мерецков считался в штабе дураком, чего не скажешь о Щербакове.	32:37	0:75	6327	rushifteval	ru
штаб	NOUN	1918	1918-1990	1918-1990_штаб_6328		К штабу подъезжали в третьем часу.	2:7	0:34	6328	rushifteval	ru
