lemma	pos	date	grouping	identifier	description	context	indexes_target_token	indexes_target_sentence
углеводород	NOUN	1700	1700-1916	1700-1916_углеводород_5378-16		Мы довольствовались объяснением, но зато и допускали в те времена, что углеводород С2Н6, происшедший соединением двух метиловых групп СН3 между собою, не тождествен с углеводородом С2Н6, происшедшим чрез присоединение атома водорода к группе этильной С2Н5.	71:82	0:256
углеводород	NOUN	1700	1700-1916	1700-1916_углеводород_5366-16		Если, например, допустить существование четырех изомерных бутильных алкоголей, то на первый взгляд может показаться, что имеется четыре изомерных предельных углеводорода С5Н12, полученных замещением водородного атома болотного газа на один из четырех изомерных бути лов; однако при более подробном сравнении друг с другом выведенных таким образом формул найдем, что две из них, а именно: та, в которой первичный псевдобутил (диметилированный этил), и та, в которой вторичный псевдобутил (метилэтилированный метил) замещают атом водорода болотного газа, представляют один и тот же случай химического строения (второй из приведенных выше).	157:169	0:637
углеводород	NOUN	1700	1700-1916	1700-1916_углеводород_5384-16		Удельный вес углеводорода несколько больше, чем у изодибутилена, а именно -- 0,774 при 0 и 0,746 при +50.	13:25	0:105
углеводород	NOUN	1700	1700-1916	1700-1916_углеводород_5410-16		Сюда главным образом относится вдыхание азота, а также легких и тяжелых углеводородов.	72:85	0:86
углеводород	NOUN	1700	1700-1916	1700-1916_углеводород_5412-16		Опыты эти над действием сухого едкого кали мне казались не лишними по отношению к вопросу об образовании кротонилена: можно было предполагать, что бромистый изокротил при нагревании со щелочами в присутствии спирта не дает этого углеводорода только по причине большей склонности к обмену брома на группу (С2Н5)0, чем к выделению бромоводорода, и что эта последняя реакция может совершиться в отсутствие спирта.	229:241	0:410
углеводород	NOUN	1700	1700-1916	1700-1916_углеводород_5372-16		Для приготовления триметилкарбинола из изобутилена этим способом поглощения я употреблял сначала обыкновенно смесь 3 ч. серной с 1 ч. воды, а потом пробовал брать 2 ч. кислоты на 1 ч. воды, и небольшое количество уплотненных жидких углеводородов, при этом получающееся, всегда главным образом начинало кипеть выше 150, т. е. даже и при употреблении возможно разведенной серной кислоты изодибутилена не получалось вовсе.	232:245	0:419
углеводород	NOUN	1700	1700-1916	1700-1916_углеводород_5356-16		Образование хлористого цинка при действии хлорокиси углерода на цинкметил и легкое разложение алкогольных продуктов хлористым цинком заставили предположить, что анализируемое вещество может быть смесью вещества, обладающего составом пропильного алкоголя с углеводородом.	256:269	0:270
углеводород	NOUN	1700	1700-1916	1700-1916_углеводород_5382-16		Небольшая заключавшаяся в нем примесь состояла, вероятно, из воздуха и пара полимерных углеводородов.	87:100	0:101
углеводород	NOUN	1700	1700-1916	1700-1916_углеводород_5414-16		521 и 522 этого журнала за 1863 г. . Почему же должен вызвать удивление мало отличающийся от этого предположения взгляд, что количество единиц сродства углеродного атома, связанных с водородом, влияет на остальное сродство Как известно, большинство наблюдений для углеводородов одинакового состава, но различного происхождения, дали довольно близкую точку кипения.	264:277	0:364
углеводород	NOUN	1700	1700-1916	1700-1916_углеводород_5370-16		Но если формулы строения, данные Шнейдером и Рихтером, не отвечают действительности, то принципы, которые клались этими химиками в основу своих толкований, могут прилагаться к уплотнению каждого углеводорода с двойной связью в частице.	195:207	0:235
углеводород	NOUN	1700	1700-1916	1700-1916_углеводород_5368-16		В первый раз было взято на 2 г углеводорода 5 г марганцовокислого калия, 8 г едкого натра и 1000 мл воды.	31:43	0:105
углеводород	NOUN	1700	1700-1916	1700-1916_углеводород_5358-16		После того как была признана важная роль атомности, этот принцип служит отправной точкой почти для всех теоретических взглядов; мы находим его в рассуждениях Вюрца об изомерии углеводородов, в типических радикалах Гейнца и в формулах Вислиценуса; уже два года назад я попытался обратить внимание химиков на необходимость заменить этим принципом более старые теоретические идеи (см. статьи о химическом строении и о сродстве многоатомных атомов и т. д.).	176:189	0:453
углеводород	NOUN	1700	1700-1916	1700-1916_углеводород_5386-16		Так как легкие углеводороды принадлежат к числу индифферентных газов, то и значительные количества их в рудниковом воздухе не производят задушения, и даже в таком случае, если от присутствия больших количеств этих газов гаснет пламя рудокопной лампы, рабочие подвергаются разве легкой головной боли, предполагая, однако, что воздух содержит необходимое количество кислорода.	15:27	0:374
углеводород	NOUN	1700	1700-1916	1700-1916_углеводород_5360-16		Так же постепенно, как и в углеводородах, шаг за шагом нарастают атомы в полисоединениях, и к ним, напр. к силикатам, какой бы сложности ни достигала их частица, понятие о кратности пропорций очевидно должно в сущности прилагаться так же строго, как прилагается оно к сложным углеродным соединениям.	27:40	0:299
углеводород	NOUN	1700	1700-1916	1700-1916_углеводород_5362-16		Один из способов замещения, "метиленирование", определяется в следующих словах: "Метиленированием мы будем называть тот случай, когда каждая частица болотного газа, при образовании непредельного углеводорода, теряет по два атома водорода" (стр. 13).	195:207	0:249
углеводород	NOUN	1700	1700-1916	1700-1916_углеводород_5388-16		м-дибромтиоксен свежеперегнанный представляет бесцветную жидкость с характерным запахом обромленных ароматических углеводородов.	114:127	0:128
углеводород	NOUN	1700	1700-1916	1700-1916_углеводород_5406-16		0,2010 гр. углеводорода произвели при этом 0,5290 гр. бромистого соединения.	11:23	0:76
углеводород	NOUN	1700	1700-1916	1700-1916_углеводород_5408-16		Две формулы строения углеводорода С4Н10, тожественные с моими, помещены, например, Г. Л. Буффом в его недавно вышедшей книге (Grundlehrenetc.). B которой проводится принцип химического строения.	21:33	0:194
углеводород	NOUN	1700	1700-1916	1700-1916_углеводород_5404-16		Большее насыщение достигается, если действовать на углеводород крепкими водными кислотами весьма продолжительное время при обыкновенной температуре, а еще большее количество галоидоводорода входит в соединение, если нагревать изотрибутилен до 100 в запаянных трубках с крепкими водными иодистоводородной и хлористоводородной кислотами [кладя эти трубки горизонтально для увеличения поверхности соприкосновения обеих жидкостей].	51:62	0:427
углеводород	NOUN	1700	1700-1916	1700-1916_углеводород_5374-16		Из 8 г диметилангеликалактона получено около 2 г перегона, состоявшего из тиофенового углеводорода и тиофенового фенола.	86:98	0:120
углеводород	NOUN	1700	1700-1916	1700-1916_углеводород_5390-16		Между тем эти углеводороды представляют особый интерес; они, как кажется, примыкают до некоторой степени к терпенам и, быть может, также к продуктам гидрогенизации ароматических углеводородов.	14:26	0:192
углеводород	NOUN	1700	1700-1916	1700-1916_углеводород_5392-16		В пользу такого взгляда -- и против мнения Шнейдера, нашедшего возможным предположить в диамилене замкнутую группировку углеродных паев, -- говорит и то обстоятельство, что углеводороды, заключающие ароматическое ядро, т. е. такие, где присутствие так называемой замкнутой группировки несомненно, -- оказываются, по опытам Вредена, неспособными к прямому присоединению.	173:185	0:369
углеводород	NOUN	1700	1700-1916	1700-1916_углеводород_5376-16		Двухромокалиевой соли бралось вдвое по весу против углеводорода, подлежащего окислению, и около 5 ч. серной кислоты на 4 ч. соли, а воды в одних опытах -- столько же по весу, как серной кислоты, в других -- в полтора раза более.	51:63	0:228
углеводород	NOUN	1700	1700-1916	1700-1916_углеводород_5394-16		Шнейдер, которому мы обязаны исследованиями продуктов окисления диамилена, предполагает, что частица этого углеводорода содержит 4 атома углерода, соединенных в виде замкнутой цепи.	107:119	0:181
углеводород	NOUN	1700	1700-1916	1700-1916_углеводород_5396-16		Интересно было бы знать продукт, который получится с безводной фосфорной кислотой из кариофиллина (С10Н8O); не будет ли и он также углеводород С10Н7 Но пока остается предоставить дальнейшим исследованиям разрешение любопытных вопросов о том: тожественны ли эти углеводороды С10Н7 с цимином и тем углеводородом, который получается из скипидара (см. § 20), или только изомерны, также и о том, как тела эти содержатся к воде, и не могут ли, соединяясь с нею, образовать опять первоначальные вещества § 23.	131:142	0:502
углеводород	NOUN	1700	1700-1916	1700-1916_углеводород_5364-16		Бишофа, этот воздух в двух рудниках состоял из 83,08-91,36% легких углеводородов, 1,88-6,32% тяжелых углеводородов, 2,32-14,94% азота.	67:80	0:134
углеводород	NOUN	1700	1700-1916	1700-1916_углеводород_5398-16		Ввиду того интереса, который представляют углеводороды замкнутого строения с пятью углеродами, мы намерены в ближайшем будущем изучить отношение кальциевой соли диметиладипиновой кислоты к высокой температуре.	42:54	0:209
углеводород	NOUN	1700	1700-1916	1700-1916_углеводород_5400-16		Руководствуясь им, мы находим, что случаи изомерии для этих углеводородов возможны, начиная с С4Н10, четвертого члена ряда.	60:73	0:123
углеводород	NOUN	1700	1700-1916	1700-1916_углеводород_5402-16		Об изотрибутилене (Полимеризация углеводородов этиленного ряда.	33:46	0:63
углеводород	NOUN	1700	1700-1916	1700-1916_углеводород_5380-16		Соединение одного рода с теми, которые получаются при действии водородогалоидных кислот на теребены, образуется также при обработке этими кислотами гидратов теребенов, и это последнее обстоятельство особенно говорит в пользу того мнения, что вода входит в соединение с углеводородами С10Н8 разлагаясь, а при действии водородогалоидной кислоты происходит простое замещение кислорода галоидом, между тем как, в противном случае, нужно было бы принять замещение воды водородной кислотой, что не вероятно! § 14.	269:283	0:507
углеводород	NOUN	1992	1992-2016	1992-2016_углеводород_5377-16		Данная технология основана на введении в загрязненный объект активной биомассы бактерий, способных к потреблению углеводородов.	113:126	0:127
углеводород	NOUN	1992	1992-2016	1992-2016_углеводород_5381-16		И далеко не только потому, что углеводороды проще продавать, нежели промышленную продукцию.	31:43	0:91
углеводород	NOUN	1992	1992-2016	1992-2016_углеводород_5369-16		Керченские события ещё раз доказали необходимость развития природоохранных технологий, тем более что государство ставит задачу интенсифицировать водные перевозки углеводородов, планирует построить ещё одну транспортную артерию, соединяющую Каспийский и Черноморский бассейны.	162:175	0:275
углеводород	NOUN	1992	1992-2016	1992-2016_углеводород_5371-16		Материал этой части учебника включает две области знаний о процессах течения флюида (жидкости, газа) в пористых средах, разнообразные структуры которых образуют пласты-коллекторы залежей углеводородов (нефти и газа).	187:200	0:216
углеводород	NOUN	1992	1992-2016	1992-2016_углеводород_5379-16		На рис. 3б представлена карта зонального прогноза углеводородов жидкой фазы (изолинии ИФТ).	50:63	0:91
