lemma	pos	date	grouping	identifier	description	context	indexes_target_token	indexes_target_sentence
размышление	NOUN	1918	1918-1990	1918-1990_размышление_4234-15		Тяготясь теснотой сюжета, он рвался на простор "свободного размышления".	59:70	0:72
размышление	NOUN	1918	1918-1990	1918-1990_размышление_4242-15		В них заключены не только чувства, но и размышления.	40:51	0:52
размышление	NOUN	1918	1918-1990	1918-1990_размышление_4244-15		Погруженный в свои размышления, художник задумчиво пробирался через двор, как вдруг у дверей его остановили.	19:30	0:108
размышление	NOUN	1918	1918-1990	1918-1990_размышление_4272-15		Вот пример: небольшому сокольскому обществу в глухой провинции нужны пропагандные брошюры и вот, после долгих размышлений, составляется кем-нибудь статья, сдается в печать и появляется в небольшом числе экземпляров тощая брошюра, обошедшаяся, благодаря этому, очень дорого своему обществу.	110:121	0:289
размышление	NOUN	1918	1918-1990	1918-1990_размышление_4270-15		Житие человека преподобный Андрей называет в этой песни проклятым, говорит о мерзости страстей, о сладострастиях скверных, об умножении негодований, но одновременно все больше и больше в покаянные строки Канона проникают звуки Нового Завета, и покаяние человека облекается опять духовными размышлениями 66.	289:302	0:306
размышление	NOUN	1918	1918-1990	1918-1990_размышление_4268-15		Поэтому мама и это размышление твое насчет сырой обуви тоже неосновательно, у всех нас ноги находятся в сухом виде.	19:30	0:115
размышление	NOUN	1918	1918-1990	1918-1990_размышление_4266-15		Это ли не мечта о будущем Сибири, мечта светлая, соединенная с размышлениями о грядущем Впрочем, в типично фантастической повести Вячеслава Назарова "Нарушитель", посвященной к тому же космическим проблемам, довольно часто звучит голос человека, взволнованного завтрашним днем земли сибирской.	63:76	0:293
размышление	NOUN	1918	1918-1990	1918-1990_размышление_4264-15		Наряду с рассказами он включил в нее размышления, статьи, критические, разборы.	37:48	0:79
размышление	NOUN	1918	1918-1990	1918-1990_размышление_4262-15		Неудача социоформальных размышлений В. Ф.	24:35	0:41
размышление	NOUN	1918	1918-1990	1918-1990_размышление_4260-15		-- Не отвлекла ли я вас от благочестивых размышлений, святой отец Мне кажется, вы огорчены чем-то.	41:52	0:98
