lemma	pos	date	grouping	identifier	description	context	indexes_target_token	indexes_target_sentence
крушение	NOUN	1918	1918-1990	1918-1990_крушение_2146-15		Если утверждение атеизма, что "Бога не существует", и содержит некое горькое разочарование -- крушение надежды встретиться "лицом к лицу" с Богом, усмотреть его живое, осязаемое, "воплощенное" присутствие в самом реальном мире, -- т.е. само проистекает из некой религиозной жажды, из искания Бога, то все же в высшей степени существенно уяснить себе, что в самом этом искании содержится ослепляющее искушение, искажение самой идеи божества; это имеет в виду Р.М. Рильке, когда он так метко говорит: "Все, кто тебя ищут, искушают тебя" ("Alle, die dich suchen, versuchen dich").	94:102	0:577
крушение	NOUN	1918	1918-1990	1918-1990_крушение_2166-15		Этим Екатерина делала жест, который должен был смягчить для великого мастера крушение гениального замысла постройки Кремлевского дворца.	77:85	0:136
крушение	NOUN	1918	1918-1990	1918-1990_крушение_2168-15		Немного выше места крушения лодки В.М. Савича с левой стороны есть водопад, который называется Сагена.	19:27	0:102
крушение	NOUN	1918	1918-1990	1918-1990_крушение_2160-15		Сойти с рельсов нельзя: крушение.	24:32	0:33
крушение	NOUN	1918	1918-1990	1918-1990_крушение_2170-15		Франк Гольдер, причем пароход, перевозивший ее, потерпел крушение, и мне пришлось продать ее Stanford University, California, чтобы уплатить премию и кое-что выручить.	57:65	0:167
крушение	NOUN	1918	1918-1990	1918-1990_крушение_2142-15		Гражданин Тарле нащупывал почву, согласитесь ли вы принять пост заведывающего министерством народного просвещения в том демократическом правительстве, которое должно заблаговременно быть организовано на случай крушения советской власти при возможной предстоящей войне.	210:218	0:268
крушение	NOUN	1918	1918-1990	1918-1990_крушение_2144-15		Это путь, по которому пошла Россия после крушения империи и развала буржуазной республики Керенского.	41:49	0:101
крушение	NOUN	1918	1918-1990	1918-1990_крушение_2128-15		Курды устроили крушение.	15:23	0:24
крушение	NOUN	1918	1918-1990	1918-1990_крушение_2156-15		Прибежав на место крушения, он нашел только одного уцелевшего кондуктора, с которым и вытащили они из-под обломков четыре трупа -- машиниста, кочегара и двоих из бригады.	18:26	0:170
крушение	NOUN	1918	1918-1990	1918-1990_крушение_2158-15		Вы должны нам назвать тех наших врагов, кто, подло забравшись к нам, готовил нам крушение.	81:89	0:90
крушение	NOUN	1918	1918-1990	1918-1990_крушение_2114-15		Из тех Эстергази, что уцелели при крушении Габсбургов.	34:42	0:54
крушение	NOUN	1918	1918-1990	1918-1990_крушение_2116-15		Пользуясь этой аргументацией, можно с таким же успехом доказать, что германская компартия "смыкается" с фашистами, ибо и те и другие добиваются свержения правительства Брюнинга, что русские большевики в Государственной думе "смыкались" с правыми партиями, ибо те и другие голосовали нередко вместе против ряда думских законопроектов, что кадеты и некоторые другие правые партии были "агентами" большевиков, ибо и те и другие накануне войны 1914 года видели банкротство самодержавия и предсказывали неизбежность его крушения, а в феврале 1917 года вместе свергли его; таким образом, можно "доказать", что в настоящее время большинство сознательной части партии "смыкается" с Каутским, меньшевиками, эсерами, кадетами, является агентурой капитализма, ибо и те и другие видят банкротство сталинской политики.	515:523	0:805
крушение	NOUN	1918	1918-1990	1918-1990_крушение_2118-15		Метнул взгляд вперед: бежевая мчалась, не оглядываясь, не видела моего крушения.	71:79	0:80
крушение	NOUN	1918	1918-1990	1918-1990_крушение_2120-15		Только в апреле 1932 года оно стало мне известно через Советское издание 1927 года "Монархия перед крушением".	99:108	0:110
крушение	NOUN	1918	1918-1990	1918-1990_крушение_2162-15		Каковы эти факты Как выяснилось на следствии, главный виновник крушения, дежурный по станции Козырево -- Факеев сознательно допустил ряд таких действий, которые можно объяснить только злым умыслом.	63:71	0:197
крушение	NOUN	1918	1918-1990	1918-1990_крушение_2122-15		Только тогда хриплым утренним лаем залился дряхлый пес, -- и хлынула рябь по яркой глади дождевой лужи; от легкого ветра колыхнулась пунцовая герань на балконах, проснулись два-три окна, -- и в промокших клетчатых туфлях, в блеклом халате я выбежал на улицу и, догоняя первый, сонный трамвай, запахивая полы на бегу, все посмеивался, воображая, как сейчас приду к тебе и буду рассказывать о ночном, воздушном крушении, о старом, сердитом пророке, упавшем ко мне во двор. коллективный.	409:417	0:484
крушение	NOUN	1918	1918-1990	1918-1990_крушение_2164-15		Я ожидал, что отсутствие политического такта у к.д. и революционеров приведет к крушению тогдашнего общественного подъема, и что мы находимся пред новой реакцией.	80:88	0:162
крушение	NOUN	1918	1918-1990	1918-1990_крушение_2126-15		Этому контингенту были непонятны настроения тех, кто почитал октябрьскую революцию крушением России, а выкорчевывание религии -- сталкиванием народа в пропасть одичания и бездуховности.	83:92	0:185
крушение	NOUN	1918	1918-1990	1918-1990_крушение_2140-15		1910 год ушел на выработку законопроекта о наделении земель амурского и уссурийского казачества, который был затем без изменений принят Государственной думой, но, увы, потерпел в 1913 году крушение в Государственном совете, который законопроект отклонил, как нарушающий якобы права казаков (чего совершенно не было).	189:197	0:316
крушение	NOUN	1918	1918-1990	1918-1990_крушение_2148-15		Перепады, взлеты и крушенья возможны не только у одного писателя, но и у целой литературы, даже большой, и постепенно, мучительно, в русской литературе даже с надсадой они преодолевались.	19:27	0:187
крушение	NOUN	1918	1918-1990	1918-1990_крушение_2172-15		Наиболее острым методом антисоветской подрывной деятельности японо-германских диверсантов на нашем железнодорожном транспорте является организация аварий и крушений.	156:164	0:165
крушение	NOUN	1918	1918-1990	1918-1990_крушение_2150-15		И корень тяжкого недуга, охватившего современную Европу, Ферреро склонен видеть именно в крушении самого основания, психического фундамента власти.	89:97	0:147
