lemma	pos	date	grouping	identifier	description	context	indexes_target_token	indexes_target_sentence
юбилей	NOUN	1700	1700-1916	1700-1916_юбилей_6456-14		Нынче вообще в ходу юбилеи.	20:26	0:27
юбилей	NOUN	1700	1700-1916	1700-1916_юбилей_6478-14		Остается пожелать, чтобы в день полувекового литературного юбилея г. Суворина этот праздник прошел бы так же удачно, как и торжество в ночь на первое мая.	59:65	0:154
юбилей	NOUN	1700	1700-1916	1700-1916_юбилей_6480-14		.. 400-летиий юбилей носового платка.	14:20	0:37
юбилей	NOUN	1700	1700-1916	1700-1916_юбилей_6438-14		В одной были, между прочим, следующие таинственные строчки: "Мы слышали, будто самоубийство Л.Н.Перелесова имеет связь с неприличной статьей, появившейся вслед за юбилеем А.М.Косицкого".	163:170	0:186
юбилей	NOUN	1700	1700-1916	1700-1916_юбилей_6484-14		В этом году этот своеобразный по характеру ученый мог бы отпраздновать 40-летний юбилей своей научной деятельности.	81:87	0:115
юбилей	NOUN	1700	1700-1916	1700-1916_юбилей_6482-14		Из юбилейных курьезов К юбилею гр. Л.Н. Толстого одна табачная фирма решила в знак уважения к великому писателю, подарить ему произведения свой фирмы.	3:12	0:150
юбилей	NOUN	1700	1700-1916	1700-1916_юбилей_6426-14		По телефону Известный скульптор Беклемишев изготовил к 200-летнему юбилею Петербурга художественную группу: "Петр Великий спасает утопающих на Лахтинском побережье Финского залива".	67:73	0:181
юбилей	NOUN	1700	1700-1916	1700-1916_юбилей_6428-14		В связи с юбилеем освобождения город намерен провести полную общедоступность профессионального образования столице.	10:17	0:115
юбилей	NOUN	1700	1700-1916	1700-1916_юбилей_6476-14		А нельзя не идти -- две экстренности: свадьба и юбилей.	48:54	0:55
юбилей	NOUN	1700	1700-1916	1700-1916_юбилей_6430-14		Сегодня не ездил в Царское Село; в первый раз со времени переезда туда царской фамилии остался в Петербурге по случаю 50-летнего юбилея товарища моего, члена Военного совета, Сергея Ивановича Волкова.	129:135	0:200
юбилей	NOUN	1700	1700-1916	1700-1916_юбилей_6432-14		В Митаве отпразднован 150-летний юбилей 114 пехотного Новоторжского полка.	33:39	0:74
юбилей	NOUN	1700	1700-1916	1700-1916_юбилей_6434-14		Открытие памятников и мощей святых составляет в каждом случае местное торжество, как и юбилеи разных учебных заведений и смотры потешных.	87:93	0:137
юбилей	NOUN	1700	1700-1916	1700-1916_юбилей_6448-14		И все-таки на этом юбилее было не то, что должно быть.	19:25	0:54
юбилей	NOUN	1700	1700-1916	1700-1916_юбилей_6436-14		Необходим был столетний юбилей Отечественной войны, чтобы он дал средства на приведение в порядок могил героев войны.	24:30	0:117
юбилей	NOUN	1700	1700-1916	1700-1916_юбилей_6446-14		Уже на пушкинском юбилее 1880 года в Москве сразу выяснилось, кто был тогда главой русской литературы.	18:24	0:102
юбилей	NOUN	1700	1700-1916	1700-1916_юбилей_6444-14		Одна из них, по молодости еще недостаточно опытная, поместила об юбилее с десяток сухих строчек, словно бы не придавая ему никакого значения и не интересуясь его подробностями.	65:71	0:176
юбилей	NOUN	1700	1700-1916	1700-1916_юбилей_6440-14		Вот почему древние триумфы и нынешние юбилеи представляют не личный праздник, а всегда общественный.	38:44	0:100
юбилей	NOUN	1700	1700-1916	1700-1916_юбилей_6450-14		По случаю юбилея императора Франца-Иосифа сегодня в Шенбрунне более 80 тысяч детей школьного возраста были собраны перед дворцом приветствовать императора.	10:16	0:155
юбилей	NOUN	1700	1700-1916	1700-1916_юбилей_6474-14		Московская жизнь Московское общество любителей художеств в день юбилея графа Л.Н. Толстого посылает в Ясную Поляну приветственный адрес и роскошный альбом с рисунками лучших русских художников.	64:70	0:193
юбилей	NOUN	1700	1700-1916	1700-1916_юбилей_6442-14		"Духовные христиане" Находящиеся в Петербурге сектанты, та называемые "духовные христиане", близкие к учению Толстого, приготовляются чествовать его юбилей.	149:155	0:156
юбилей	NOUN	1700	1700-1916	1700-1916_юбилей_6472-14		Юбилей праздновался торжественно; бюст поэта, увенчанный цветами, стоял на возвышении, окруженный молодыми девушками в венках, с гирляндами из живых цветов в руках; говорились речи, пелись хоры, портреты поэта продавались на каждом шагу; вечером весь университет и толпы народа, с пылающими факелами и музыкой обходили все улицы города.	0:6	0:336
юбилей	NOUN	1700	1700-1916	1700-1916_юбилей_6466-14		В речи своей на юбилее Жуковский упомянул с теплым участием о Пушкине, которого Уваров ненавидел за стихи его на выздоровление графа Шереметева.	16:22	0:144
юбилей	NOUN	1700	1700-1916	1700-1916_юбилей_6458-14		Помните, помните мой юбилей Ну вот, спасибо.	21:27	0:44
юбилей	NOUN	1700	1700-1916	1700-1916_юбилей_6454-14		Хочу, чтобы юбилей.	12:18	0:19
юбилей	NOUN	1700	1700-1916	1700-1916_юбилей_6462-14		Дело происходит в 1824 году, а звезду (Станислава 2-й степени) пожаловал Крылову император Николай Павлович только в 1838 году при праздновании баснописцем своего пятидесятилетнего юбилея.	181:187	0:188
юбилей	NOUN	1700	1700-1916	1700-1916_юбилей_6452-14		Папа Лев XIII, по случаю юбилея его служения, решил пожертвовать полмиллиона фр. на религиозные учреждения и дела благотворительности.	25:31	0:134
юбилей	NOUN	1700	1700-1916	1700-1916_юбилей_6460-14		Ко дню юбилея профессорами нашего университета было изготовлено несколько изданий.	7:13	0:82
юбилей	NOUN	1700	1700-1916	1700-1916_юбилей_6470-14		Крестники папы По случаю своего юбилея папа Лев XIII приказал, чтобы всем детям, родившимся в Риме 3-го марта, было выдано приданное и определенная сумма денег.	32:38	0:160
юбилей	NOUN	1700	1700-1916	1700-1916_юбилей_6464-14		Начал музыкальную свою карьеру с онер на библейские и античные сюжеты ("Мария Магдалина", "Ева", "Дева"), но успеха юбилея романтическими операми, каковы; "Король Лагорский" (1877 г.).	116:122	0:184
юбилей	NOUN	1700	1700-1916	1700-1916_юбилей_6468-14		Рабочие Петербурга упорно толковали за несколько дней до юбилея, что 19-го февр. крестьянам будет отдана вся земля.	57:63	0:115
юбилей	NOUN	1918	1918-1990	1918-1990_юбилей_6443-14		Тут приближался 60-летний юбилей A. T., открывая возможность снова перекликнуться.	26:32	0:82
