lemma	pos	date	grouping	identifier	description	context	indexes_target_token	indexes_target_sentence	identifier_system	project	lang
цифра	NOUN	1918	1918-1990	1918-1990_цифра_6130		В годовщину свадьбы буду выставлять на балконе огненные цифры.	56:61	0:62	6130	rushifteval	ru
цифра	NOUN	1992	1992-2016	1992-2016_цифра_6131		Сергей Глазьев с цифрами в руках наглядно доказал, что идет хищническая добыча нефти и газа, главная цель которой -- сверхприбыль любой ценой.	17:24	0:142	6131	rushifteval	ru
цифра	NOUN	1918	1918-1990	1918-1990_цифра_6132		По экрану теперь ползли цифры прицельных характеристик, в которые даже не надо было особенно вдумываться.	24:29	0:105	6132	rushifteval	ru
цифра	NOUN	1992	1992-2016	1992-2016_цифра_6133		Бесконечные столбики цифр с головой поглотили меня и мое рабочее время до самого обеда.	21:25	0:87	6133	rushifteval	ru
цифра	NOUN	1918	1918-1990	1918-1990_цифра_6134		Трудно было сосчитать в уме; взял клочок бумаги, карандашик обгрызенный и начал делать выкладки, ставя цифры как можно теснее, так чтобы все уместилось на одном клочке: был скуп на бумагу.	103:108	0:188	6134	rushifteval	ru
цифра	NOUN	1992	1992-2016	1992-2016_цифра_6135		Нельзя поддаваться магии цифр, но то, что крушение Германской империи отделяло от прихода Гитлера к власти примерно 15 лет, -- столько же, сколько отделяет крах СССР от России 2006--2007 гг., заставляет задуматься.	25:29	0:214	6135	rushifteval	ru
цифра	NOUN	1918	1918-1990	1918-1990_цифра_6136		Какот подбирал каждую выброшенную бумажку и старательно разглаживал ее, чтобы вечером, усевшись рядом с Оскаром Вистингом в кают-компании, под звуки граммофона записать цифрами все, что видел он за целый день.	169:176	0:209	6136	rushifteval	ru
цифра	NOUN	1992	1992-2016	1992-2016_цифра_6137		И вдруг: несколько страниц, заполненных цифрами, вопросами к начальникам различного ранга, их уклончивыми ответами.	40:47	0:115	6137	rushifteval	ru
цифра	NOUN	1918	1918-1990	1918-1990_цифра_6138		-- Но согласитесь, что рекомендации -- это всего лишь слова и цифры на бумаге.	62:67	0:78	6138	rushifteval	ru
цифра	NOUN	1992	1992-2016	1992-2016_цифра_6139		"Первая цифра в каталоге ""Шваке"" означает цену, по которой рекомендовано продавать свой автомобиль перекупщику."	7:12	0:110	6139	rushifteval	ru
цифра	NOUN	1918	1918-1990	1918-1990_цифра_6140		Первая беседа прошла неудачно, так как я не смог достать карты Испании и вообще беседа была, как мне кажется, суховата: слишком много цифр.	134:138	0:139	6140	rushifteval	ru
цифра	NOUN	1992	1992-2016	1992-2016_цифра_6141		Расчетная цифра предельных затрат, которая должна была бы обеспечить верную победу его кандидату, осталась в далеком прошлом: ежедневно в подвале, чьи стены, потертые медлительным шорканьем человеческой массы, изменили цвет с кофейного на грязно-розовый, выдавались на руки сумасшедшие суммы.	10:15	0:292	6141	rushifteval	ru
цифра	NOUN	1918	1918-1990	1918-1990_цифра_6142		"Цифра 5 и буква ""ять"" кажутся мне зелеными, некоторые люди ассоциируются с лиловым, цифра 3 представляется в виде треугольника."	0:5	0:127	6142	rushifteval	ru
цифра	NOUN	1992	1992-2016	1992-2016_цифра_6143		Прибыль банковского сектора в 2012 году впервые превысила символическую цифру в триллион рублей (1011,9 млрд рублей), увеличившись в реальном выражении более чем на 12,6%.	72:77	0:171	6143	rushifteval	ru
цифра	NOUN	1918	1918-1990	1918-1990_цифра_6144		О том, как неуклонно накапливалась информация о структуре РНК, свидетельствуют цифры.	79:84	0:85	6144	rushifteval	ru
цифра	NOUN	1992	1992-2016	1992-2016_цифра_6145		"В тоже время в компании утверждают, что план по добыче ""не изменится ни на йоту"" (ранее называлась цифра в 1,6 миллиардов долларов или 1,8 миллиардов с учетом всех дочек), вырастут лишь капитальные вложения (до этого они рассчитывались на уровне 12,4 миллиардов рублей)."	99:104	0:270	6145	rushifteval	ru
цифра	NOUN	1918	1918-1990	1918-1990_цифра_6146		Ведь экономика столицы хронически отстает от контрольных цифр двенадцатой пятилетки по множеству важных показателей.	57:61	0:116	6146	rushifteval	ru
цифра	NOUN	1992	1992-2016	1992-2016_цифра_6147		Это, считает губернатор, вполне вменяемые цифры, которые наши рыбаки могут вполне себе позволить.	42:47	0:97	6147	rushifteval	ru
цифра	NOUN	1918	1918-1990	1918-1990_цифра_6148		Паевой капитал против намеченных контрольных цифр в 84.363 р. доведен до 124.297 руб.	45:49	0:85	6148	rushifteval	ru
цифра	NOUN	1992	1992-2016	1992-2016_цифра_6149		Согласитесь, в цифре 9 есть нечто мистическое.	15:20	0:46	6149	rushifteval	ru
цифра	NOUN	1918	1918-1990	1918-1990_цифра_6150		Миллиард рублей, я не ошибаюсь В. ГИНДИЛИС: -- Расчет, который мы делали, действительно, дал такую цифру.	99:104	0:105	6150	rushifteval	ru
цифра	NOUN	1992	1992-2016	1992-2016_цифра_6151		Можно на листке написать цифру или формулу, и она будет стоить сотни тысяч, десятки сотен.	25:30	0:90	6151	rushifteval	ru
цифра	NOUN	1918	1918-1990	1918-1990_цифра_6152		Ширина конуса составляет около 1,5 километров, а глубина -- несколько сот метров (так нам показалось с самолета -- точных цифр мы не знаем).	122:126	0:140	6152	rushifteval	ru
цифра	NOUN	1992	1992-2016	1992-2016_цифра_6153		Скажем, перед участниками танцует ансамбль, на костюмах выступающих в разных местах нашиты цифры и арифметические знаки.	91:96	0:120	6153	rushifteval	ru
цифра	NOUN	1918	1918-1990	1918-1990_цифра_6154		Цифра, которую вычисляет Д.В. Павлов в своей книге, чуть больше.	0:5	0:64	6154	rushifteval	ru
цифра	NOUN	1992	1992-2016	1992-2016_цифра_6155		Приведенные цифры свидетельствуют о недостаточном влиянии руководства областного центра в 2002 году на объемы жилищного строительства, на обеспечение планового ввода жилья.	12:17	0:172	6155	rushifteval	ru
цифра	NOUN	1918	1918-1990	1918-1990_цифра_6156		В этом примере умножения больше половины цифр заменено звёздочками.	41:45	0:67	6156	rushifteval	ru
цифра	NOUN	1992	1992-2016	1992-2016_цифра_6157		Надеюсь, что эфирные успехи ТНТ позволят рекламной службе реализовать их в конкретные цифры продаж.	86:91	0:99	6157	rushifteval	ru
цифра	NOUN	1918	1918-1990	1918-1990_цифра_6158		Самгин посидел на скамье, снова подумал о чудовищном несоответствии цифр.	68:72	0:73	6158	rushifteval	ru
цифра	NOUN	1992	1992-2016	1992-2016_цифра_6159		Сегодня же в Москве рукописные цифры заменил штрихкод.	31:36	0:54	6159	rushifteval	ru
цифра	NOUN	1918	1918-1990	1918-1990_цифра_6160		Использовать цифры достоверные, убедительные.	13:18	0:45	6160	rushifteval	ru
цифра	NOUN	1992	1992-2016	1992-2016_цифра_6161		Многие эксперты считают, что именно неудачи во Вьетнаме привели Америку к тому, что сегодня она обладает самой мощной (по цифрам и по навыкам) армией в мире.	122:128	0:157	6161	rushifteval	ru
цифра	NOUN	1918	1918-1990	1918-1990_цифра_6162		"Опубликованные цифры не покрывают и расстрелянных местными, областными, губернскими, уездными, городскими и волостными чрезвычайками, особенно отдаленными от Москвы, осуществляющими ""всю власть"" на местах вне согласования своего усмотрения и отчетности с предписаниями из центра."	15:20	0:279	6162	rushifteval	ru
цифра	NOUN	1992	1992-2016	1992-2016_цифра_6163		"Цифра ""5"" не случайна -- ровно столько было повестей Белкина."	0:5	0:61	6163	rushifteval	ru
цифра	NOUN	1918	1918-1990	1918-1990_цифра_6164		Однако, свидетели утверждают, что в парламенте люди, затаив дыхание, слушали пятичасовые речи Гладстона, с их бесчисленными цифрами, гневными возгласами и греческими стихами (этих стихов никто не понимал, и они на всех производили неотразимое впечатление).	124:131	0:256	6164	rushifteval	ru
цифра	NOUN	1992	1992-2016	1992-2016_цифра_6165		Извинившись, она встала и, сделав шаг, набрала первые три и вторые две цифры: всего пять.	71:76	0:89	6165	rushifteval	ru
цифра	NOUN	1918	1918-1990	1918-1990_цифра_6166		"Конечно же, ставящий на цифру ""100"" витает в облаках."	24:29	0:53	6166	rushifteval	ru
цифра	NOUN	1992	1992-2016	1992-2016_цифра_6167		Привел цифры, упомянул, что торговля увеличилась за последние годы в 10 раз, сказал, что надо и дальше двигаться в этом направлении.	7:12	0:132	6167	rushifteval	ru
цифра	NOUN	1918	1918-1990	1918-1990_цифра_6168		Таковы цифры.	7:12	0:13	6168	rushifteval	ru
цифра	NOUN	1992	1992-2016	1992-2016_цифра_6169		"После обычных манипуляций с пластиковым ключом Пятый открыл перед Савелием дверь, на которой стояла цифра ""4"", впустил его и остался снаружи, прикрыв за ним дверь."	100:105	0:163	6169	rushifteval	ru
цифра	NOUN	1918	1918-1990	1918-1990_цифра_6170		По вопросу о цене мужик заломил совершенно несусветную цифру, так что у Жучкина даже дыханье перехватило: сорвёт, сукин сын, всю коммерцию.	55:60	0:139	6170	rushifteval	ru
цифра	NOUN	1992	1992-2016	1992-2016_цифра_6171		Сумма двух цифр (320+100) дала бы ясное представление статуе Свободы (33 м), а заодно и пирамиде Хеопса, и Кельнскому, Амьенскому соборам, Эйфелевой башне и, наконец, небоскребу Эмпайр-стэйт-билдинг в Нью-Йорке о том, кто спасет мир.	11:15	0:233	6171	rushifteval	ru
цифра	NOUN	1918	1918-1990	1918-1990_цифра_6172		О величине сухопутных армий перед самой войной дают представление следующие цифры: Нужно отметить, что здесь приведен состав армии мирного периода, который после мобилизации увеличивался в 4--6 раз, что и видно из вышеприведенной таблицы.	76:81	0:238	6172	rushifteval	ru
цифра	NOUN	1992	1992-2016	1992-2016_цифра_6173		Послушный магнитофон требовательно, будто протянул руку, открыл кассетную крышку, вздрогнула в прозрачном окошке умная стрелка, зазвучала из динамика гитара, поплыли, сменяя друг друга, цифры счетчика.	186:191	0:201	6173	rushifteval	ru
цифра	NOUN	1918	1918-1990	1918-1990_цифра_6174		Понятно, что печатают -- куда же деваться Новую, четвертую, составлять программу партии, эту, третью, не выполнив Вот в 1980 году, ужо, может быть, составят -- цифры выбросят, слова сохранят.	160:165	0:191	6174	rushifteval	ru
цифра	NOUN	1992	1992-2016	1992-2016_цифра_6175		Квадратный деревянный щит стоял под углом в сорок пять градусов, а на нем торчали железные штыри; попади колечком на штырь, под ним -- цифра, кто больше очков наберет.	135:140	0:167	6175	rushifteval	ru
цифра	NOUN	1918	1918-1990	1918-1990_цифра_6176		Колоссальную опылительную работу пчел можно охарактеризовать следующими цифрами.	72:79	0:80	6176	rushifteval	ru
цифра	NOUN	1992	1992-2016	1992-2016_цифра_6177		"И, наконец, главное достоинство ""цифры"" -- перезапись без потерь."	33:38	0:65	6177	rushifteval	ru
цифра	NOUN	1918	1918-1990	1918-1990_цифра_6178		Для первого шага триста учащихся цифра не маленькая даже для такого города, как Новгород.	33:38	0:89	6178	rushifteval	ru
цифра	NOUN	1992	1992-2016	1992-2016_цифра_6179		Тому ТВ-VI, которое пишется римскими цифрами, увы, придется запастись римским стоицизмом.	37:44	0:89	6179	rushifteval	ru
цифра	NOUN	1918	1918-1990	1918-1990_цифра_6180		Вместо шкалы, разделенной на миллиметры, очень удобно сразу нанести на шкалу деления, указывающие, во сколько раз левая часть струны меньше или больше правой, тогда в середине шкалы будет деление с цифрой 1; слева от этого деления будут деления с числами меньше единицы, а справа -- с числами больше единицы.	198:204	0:308	6180	rushifteval	ru
цифра	NOUN	1992	1992-2016	1992-2016_цифра_6181		Любопытно, что именно 11 сентября, когда, казалось бы, цифры такого канала, как ТВС, должны были пойти резко вверх, они, наоборот, упали: его дневная доля составила всего 6,2.	55:60	0:175	6181	rushifteval	ru
цифра	NOUN	1918	1918-1990	1918-1990_цифра_6182		А, между прочим, цифры так же очищают мозг от тупости, как очищает гребешок волосы от насекомых.	17:22	0:96	6182	rushifteval	ru
цифра	NOUN	1992	1992-2016	1992-2016_цифра_6183		"Вот что об этом рассказывал Уитлок: ""Сидим мы с Эриком в студии, и тут приходит Том с какой-то диаграммой и цифрами."	108:115	0:116	6183	rushifteval	ru
цифра	NOUN	1918	1918-1990	1918-1990_цифра_6184		"Большая буква ""П"" с римской цифрой ""I"" под нею."	28:34	0:47	6184	rushifteval	ru
цифра	NOUN	1992	1992-2016	1992-2016_цифра_6185		Следовательно, достаточно было вынести на продажу всего четверть выделенных рыбакам промысловых объемов, и эта цифра была бы перекрыта.	111:116	0:135	6185	rushifteval	ru
цифра	NOUN	1918	1918-1990	1918-1990_цифра_6186		По советским сводкам можно было (тогда, в 1920 г. -- с тех пор террор отнюдь не сократился, о нем лишь меньше сообщается) установить среднюю цифру в день для каждого застенка: кривая расстрелов подымается от 1 до 50 (последняя цифра -- в крупных центрах) и до 100 в только что завоеванных красной армией полосах.	141:146	0:312	6186	rushifteval	ru
цифра	NOUN	1992	1992-2016	1992-2016_цифра_6187		В долгом варианте попадание на финишную станцию засчитывается только по сумме цифр, выпавших на обоих кубиках.	78:82	0:110	6187	rushifteval	ru
цифра	NOUN	1918	1918-1990	1918-1990_цифра_6188		Для этой блистательной орбиты, по которой он нёсся, важны были только цифры выполнения ими плана, и З-ву достаточно было наказать объект, лагпункт, прораба -- а уж там они своими средствами добивались выполнения норм; по сколько часов там работали, на каком пайке -- в эти частности он не вникал.	70:75	0:296	6188	rushifteval	ru
цифра	NOUN	1992	1992-2016	1992-2016_цифра_6189		"Гольцман свидетельствовал о любви к Родине (Родину он не хотел забыть), силой не уступавшей смерти, и, надо признать, Родина своих не подводила, повешенные -- люди правды -- не ошибались: их дело действительно победило, дотошно и полностью, не упуская мелочей, и если в суховатое повествование Гольцмана, перегруженное цифрами грузоподъемности пущенных под откос поездов, вплетался человек, предавший наших, то обязательно спустя пару абзацев, без всякой связи с излагаемым материалом появлялось: ""Кстати сказать, и этот провокатор был пойман и приговорен трибуналом к расстрелу"", -- ничто не прерывало хлопотливое и вечное движение холодных рук, десятилетиями подбивающих итоги, и в четверг утром в провинциальную дверь звонил водопроводчик, и открывший седой и ветхий хозяин слышал именно тот веселый ненавидящий говорок, который слышал каждую ночь все эти бессильные годы: ""Ну что, сука, думал, забился в щель и мы тебя не найдем"" Гольцмана печатали только коммунистические газеты и ""Военно-исторический журнал""."	319:326	0:1015	6189	rushifteval	ru
