lemma	pos	date	grouping	identifier	description	context	indexes_target_token	indexes_target_sentence
кабан	NOUN	1700	1700-1916	1700-1916_кабан_2046-14		-- Хлиб е... сала захошь -- заколи кабана, вот и сало.	35:41	0:54
кабан	NOUN	1700	1700-1916	1700-1916_кабан_1992-14		В одном из них лицом ко входу в скале барельеф: три фигуры в человеческий рост; посредине, по преданию, фигура Хосрова Первиза, по сторонам -- Ферхада и Ширины; в другом верховая фигура того же царя с копьем, в виде толстого и длинного бруса, на плече; на боковых стенах этого свода сверху до низу и во всю их ширину, барельефом же, изображена охота; звери -- бесчисленное множество кабанов, слонов, верблюдов и др. в разных направлениях и разумеется без перспективы, расположенных группами или по одиночке; исполнение в высшей степени искусного рисунка и резца).	383:390	0:563
кабан	NOUN	1700	1700-1916	1700-1916_кабан_1998-14		Теперь вот жеребец, кабаны.	20:26	0:27
кабан	NOUN	1700	1700-1916	1700-1916_кабан_2050-14		В Румишкане видно множество земли, изрытой кабанами; водятся они и в Али-Гыджане.	43:51	0:81
кабан	NOUN	1700	1700-1916	1700-1916_кабан_2048-14		Обратно спустились к р. Сирвану; переехали глубокий канал для поливки и по илистому, низменному берегу, поросшему тростником и тамариском, приехали к броду, обилующему франколинами и кабанами.	183:191	0:192
кабан	NOUN	1700	1700-1916	1700-1916_кабан_2000-14		Ближе к самой реке встречаются кусты облепихи, джиды, тальника, барбариса, шиповника (и ежевики); на более сухих местах тамарикс: огромные тростники зарастают здесь часто значительные пространства и делают их приютом кабанов, но почти непроходимыми для человека.	217:224	0:262
кабан	NOUN	1700	1700-1916	1700-1916_кабан_2016-14		Непроглядные чащи, засевшие на необъятных пространствах, обитаемые зубрами, кабанами, ланями и множеством разного другого зверя, всегда молчаливы и серьезны.	76:84	0:157
кабан	NOUN	1700	1700-1916	1700-1916_кабан_2032-14		Они, видя, что это касается уже не к какому-нибудь гусаку, кабану или индейскому петуху, а к их исчадию, вышли из себя и видя, что материя серьезная, начали кричать громко, и слова у них сыпались скоро, примером сказать, как будто бы кто сыпал из мешка орехи на железную доску.	59:65	0:277
кабан	NOUN	1700	1700-1916	1700-1916_кабан_2044-14		Не сама ли ты меня кабаном зовешь От бобра бобрята, от кабана поросята.	19:26	0:71
кабан	NOUN	1700	1700-1916	1700-1916_кабан_2002-14		Из млекопитающих здесь водятся: тигр, волк, лисица, кабан, заяц, джейран,-- всё не в изобилии; даже мелких грызунов (песчанок и мышей) -- и тех весьма немного.	52:57	0:159
кабан	NOUN	1700	1700-1916	1700-1916_кабан_2042-14		Умные молчаливые собаки были вскормлены на лодке, в которую впитались запахи всей водящейся на Волге дичи; черные бакланы и матерая нога кабана лежали здесь вместе с стрепетами и дрофами.	137:143	0:187
кабан	NOUN	1700	1700-1916	1700-1916_кабан_2004-14		Кругом поглядишь -- лес шелыхается, все ждешь, вот-вот затрещит, придет кабан мазаться.	72:77	0:87
кабан	NOUN	1700	1700-1916	1700-1916_кабан_2040-14		Второй считается покровителем звероловства, для того, что на одежде и жертвенной чаше его кумира о двух лицах, найденного в числе ретрских древностей, представлены стрелок, олень и кабан; в руках своих он держит также какого-то зверя.	181:186	0:234
кабан	NOUN	1700	1700-1916	1700-1916_кабан_1994-14		Много вредят местным охотникам вороны, орлы и кабаны, которые часто съедают попавшихся в петельки птиц.	46:52	0:103
кабан	NOUN	1700	1700-1916	1700-1916_кабан_2006-14		В камыше мы видели кабанов; в реке -- форель.	19:26	0:45
кабан	NOUN	1700	1700-1916	1700-1916_кабан_2036-14		Как нарочно, мы врасплох наехали на большое стадо кабанов, которые лежали в громадном ворохе натасканной ими ветоши.	50:57	0:116
кабан	NOUN	1700	1700-1916	1700-1916_кабан_2018-14		"Пошла прочь! пошла! это наш кабан!" кричал выступая ткач.	29:34	0:58
кабан	NOUN	1700	1700-1916	1700-1916_кабан_2034-14		Кабаны, водятся здесь в большом количестве и питаются желудями и кедровыми орехами.	0:6	0:83
кабан	NOUN	1700	1700-1916	1700-1916_кабан_2014-14		Охота на кабанов и, в особенности, на больших, так называемых, секачей, очень опасна; разъяренный зверь часто бросается на охотника, и, если последний не успеет вскочить на дерево или на камень, он может поплатиться жизнью.	9:16	0:223
кабан	NOUN	1700	1700-1916	1700-1916_кабан_2028-14		Живя в казацкой станице (на левом берегу Терека, недалеко от Кизляра), в обществе казака Епишки, этого хитрого, себе на уме, но цельного, без противоречий внутри, человека, видя себя окруженным такими же, как Епишка, цельными, живущими без аффектаций, без надломленности, а просто так, как трава растет, людьми; охотясь за фазанами и кабанами, бродя по лесам и болотам, припоминая отвратительные вечера, проведенные за картами или в обществе продажных цыганок, что должно было казаться особенно отвратительным на свежем воздухе и под тенью громадных каменных титанов хребта, -- Толстой проникался прелестью этой простой, не знающей душевной надломленности жизни.	334:342	0:662
кабан	NOUN	1700	1700-1916	1700-1916_кабан_2026-14		На Сунже же Слепцов не один раз доставлял мне удовольствие участвовать в охоте на кабанов, разрешая для этого известным своим казакам-охотникам отправляться со мной в отъезд суток на двое.	82:89	0:188
кабан	NOUN	1700	1700-1916	1700-1916_кабан_2022-14		На тех же горах гуляют звери многие: дикие козы и олени, и зубры, и лоси, и кабаны, волки, бараны дикие во очию нашу, а взять нельзя.	76:82	0:133
кабан	NOUN	1700	1700-1916	1700-1916_кабан_2012-14		-- Кормление птиц и кабанов было под неограниченным распоряжением маменьки, и они были к этому делу весьма склонны и искусны в нем, знали все части по этой отрасли и не позволяли ничего переменять.	20:27	0:197
кабан	NOUN	1700	1700-1916	1700-1916_кабан_2020-14		Там водятся олени и косули, с куриной повадкой пробегают золотистые фазаны, в тихие ночи слышно, как чавкает и ломает кусты кабан.	124:129	0:130
кабан	NOUN	1700	1700-1916	1700-1916_кабан_2030-14		Температура воды в Дире таже, что и в Аб-и-герм, 16; берега покрыты высоким и густым тростником (Миля-ней значит тростниковая поляна), в котором гнездятся кабаны.	155:161	0:162
кабан	NOUN	1700	1700-1916	1700-1916_кабан_2024-14		Только кой-где бродят кабаны да волки и лисицы, подкарауливающие зайцев и мелких грызунов.	22:28	0:90
кабан	NOUN	1700	1700-1916	1700-1916_кабан_2038-14		Пройдя через два городка, Бедрай и Джесан, и соединяясь с Ченгуле, она берет название Уади, (река) и впадает в Тигр под Абу-Ханзиром (место, изобилующее свиньями, кабанами).	163:171	0:173
кабан	NOUN	1700	1700-1916	1700-1916_кабан_2008-14		Кабан с ужасным хрюканьем прыгнул в сторону, пошатнулся на ногах и с глухим стоном повалился на бок.	0:5	0:100
кабан	NOUN	1700	1700-1916	1700-1916_кабан_2010-14		Оазис представляет богатое пастбище и изобилует дикими животными (кабаны, козы; попадаются и тигры; из птиц -- фламинго, утки и др.).	66:72	0:133
кабан	NOUN	1700	1700-1916	1700-1916_кабан_1996-14		Убить кабана в такой гущине дело почти невозможное.	6:12	0:51
